ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2788,5361,1,2021-01-20,1,4,307,4769,38.0,7969,1,0
2789,5362,1,2021-11-14,1,2,250,3805,15.0,7971,1,0
2790,5362,1,2021-11-12,1,2,250,3805,,7974,1,0
2791,5365,1,2021-07-09,1,32,712,7969,236.0,7978,1,0
2792,5366,1,2021-10-05,1,4,290,4460,39.0,7979,1,0
2793,5366,1,2021-10-05,1,4,290,4460,40.0,7980,1,0
2794,5368,1,2021-09-05,1,10,464,6094,80.0,7982,1,0
2795,5371,1,2021-02-03,1,1,99,1132,3.0,7984,1,0
2796,5372,1,2021-01-30,1,1,143,1884,4.0,7988,1,0
2797,5375,2,2022-10-05,1,1,61,451,8.0,7993,1,0
2798,5375,1,2021-07-09,1,1,61,451,1.0,7995,1,0
2799,5376,1,2021-09-18,1,31,706,7918,228.0,7997,1,0
2800,5377,1,2021-01-22,1,21,616,7250,158.0,8000,1,0
2801,5378,1,2021-07-31,1,34,723,8049,,8001,1,0
2802,5378,1,2021-07-31,1,34,723,8049,247.0,8003,1,0
2803,5380,1,2021-06-18,1,2,243,3688,19.0,8009,1,0
2804,5382,1,2021-03-06,1,1,67,595,4.0,8011,1,0
2805,5385,1,2021-08-02,1,6,377,5412,50.0,8021,1,0
2806,5387,1,2021-10-28,1,8,414,5690,62.0,8023,1,0
2807,5394,1,2021-09-10,1,1,63,515,3.0,8042,1,0
2808,5395,1,2021-05-03,1,22,636,7396,163.0,8045,1,0
2809,5397,1,2021-07-04,1,26,666,7608,194.0,8047,1,0
2810,5398,1,2021-10-22,1,3,273,4182,27.0,8048,1,0
2811,5402,1,2021-10-25,1,29,688,7773,211.0,8051,1,0
2812,5403,1,2021-10-13,1,4,300,4655,38.0,8053,1,0
2813,5404,1,2021-01-16,1,2,225,3355,11.0,8055,1,0
2814,5405,1,2021-08-25,1,1,79,815,10.0,8056,1,0
2815,5405,1,2021-09-16,1,1,79,815,2.0,8058,1,0
2816,5406,1,2021-08-12,9,45,390,5506,,8060,1,0
2817,5408,1,2021-08-14,1,3,264,4053,22.0,8063,1,0
2818,5412,1,2021-06-04,1,8,416,5704,64.0,8065,1,0
2819,5419,1,2021-04-29,1,11,476,6193,89.0,8068,1,0
2820,5422,1,2021-02-27,1,20,614,7238,152.0,8071,1,0
2821,5422,1,2021-03-07,1,20,614,7238,152.0,8072,1,0
2822,5423,1,2021-06-12,5,41,307,4765,35.0,8074,1,0
2823,5425,1,2022-02-23,1,1,105,1237,5.0,8078,1,0
2824,5426,1,2021-04-16,4,39,576,6957,129.0,8079,1,0
2825,5427,1,2021-02-20,1,1,210,3102,8.0,8081,1,0
2826,5432,1,2021-07-28,1,1,66,577,6.0,8084,1,0
2827,5433,1,2021-04-23,1,1,207,3026,5.0,8086,1,0
2828,5437,1,2021-07-13,1,2,237,3578,12.0,8092,1,0
2829,5442,1,2021-10-08,1,8,412,5673,67.0,8095,1,0
2830,5444,1,2021-08-20,2,36,536,6651,104.0,8097,1,0
2831,5445,2,2021-05-05,1,1,60,437,10.0,8098,1,0
2832,5448,1,2021-02-15,1,17,570,6909,127.0,8102,1,0
2833,5452,1,2021-05-28,1,21,618,7264,158.0,8104,1,0
2834,5453,1,2021-05-15,1,1,202,2937,3.0,8106,1,0
2835,5459,1,2021-07-02,1,29,690,7794,209.0,8107,1,0
2836,5460,1,2021-07-06,1,15,549,6753,111.0,8108,1,0
2837,5462,1,2021-12-20,1,13,522,6546,103.0,8112,1,0
2838,5463,1,2021-01-18,1,1,129,1653,1.0,8113,1,0
2839,5464,1,2021-11-30,1,20,604,7165,,8115,1,0
2840,5465,1,2021-03-07,1,1,102,1191,4.0,8117,1,0
2841,5465,1,2021-03-05,1,1,102,1191,3.0,8119,1,0
2842,5468,1,2021-07-22,1,8,418,5726,64.0,8123,1,0
2843,5469,1,2021-08-26,1,6,366,5326,,8124,1,0
2844,5470,1,2021-12-24,1,21,617,7255,154.0,8126,1,0
2845,5471,1,2021-08-15,1,9,438,5884,,8127,1,0
2846,5471,1,2021-08-18,1,9,438,5884,71.0,8132,1,0
2847,5473,1,2021-09-18,1,2,230,3453,11.0,8141,1,0
2848,5474,1,2021-10-31,1,2,224,3349,17.0,8142,1,0
2849,5475,1,2021-04-13,1,16,558,6825,122.0,8143,1,0
2850,5476,2,2021-10-18,1,12,499,6365,91.0,8145,1,0
2851,5477,1,2021-02-17,1,28,687,7767,202.0,8149,1,0
2852,5478,1,2021-07-27,1,8,425,5784,63.0,8151,1,0
2853,5480,1,2021-06-29,1,2,227,3409,12.0,8156,1,0
2854,5481,1,2021-07-04,1,7,386,5480,59.0,8157,1,0
2855,5482,1,2022-01-19,1,16,555,6795,123.0,8159,1,0
2856,5483,1,2021-05-25,1,1,105,1235,4.0,8161,1,0
2857,5483,1,2021-05-27,1,1,105,1235,6.0,8162,1,0
2858,5486,1,2021-06-16,1,8,423,5770,66.0,8168,1,0
2859,5490,1,2021-02-15,1,7,396,5552,59.0,8175,1,0
2860,5491,1,2021-03-30,1,7,383,5454,57.0,8177,1,0
2861,5492,1,2021-08-29,1,2,217,3241,16.0,8178,1,0
2862,5493,1,2021-03-17,1,26,666,7606,190.0,8179,1,0
2863,5494,1,2021-06-30,1,34,726,8065,,8180,1,0
2864,5496,1,2021-09-10,1,1,162,2193,10.0,8184,1,0
2865,5497,1,2021-05-13,2,37,416,5709,66.0,8185,1,0
2866,5498,1,2021-01-13,1,1,36,3,7.0,8186,1,0
2867,5500,1,2021-07-31,1,2,235,3549,12.0,8187,1,0
2868,5502,1,2021-03-09,1,2,231,3478,17.0,8188,1,0
2869,5503,1,2021-11-28,1,1,80,834,,8189,1,0
2870,5505,2,2021-02-10,1,29,695,7828,212.0,8191,1,0
2871,5506,1,2021-08-17,1,1,37,26,8.0,8202,1,0
2872,5508,1,2021-11-08,8,44,732,8114,255.0,8204,1,0
2873,5512,1,2021-03-14,1,13,513,6479,97.0,8208,1,0
2874,5514,1,2021-08-19,7,43,476,6197,84.0,8211,1,0
2875,5519,1,2021-08-29,1,1,72,682,7.0,8217,1,0
2876,5522,1,2021-06-21,1,16,565,6877,123.0,8224,1,0
2877,5524,1,2021-10-28,1,4,305,4733,,8226,1,0
2878,5526,1,2021-03-19,1,1,76,751,8.0,8234,1,0
2879,5531,1,2021-05-10,1,5,323,5007,42.0,8246,1,0
2880,5532,1,2021-12-11,7,43,514,6486,97.0,8247,1,0
2881,5533,1,2021-07-20,1,14,529,6599,105.0,8249,1,0
2882,5536,1,2021-02-15,1,32,717,8000,235.0,8250,1,0
2883,5537,1,2021-09-08,1,10,467,6117,76.0,8252,1,0
2884,5539,1,2021-03-05,1,15,549,6750,111.0,8253,1,0
2885,5539,2,2021-02-23,1,15,549,6750,117.0,8255,1,0
2886,5541,1,2021-04-18,1,24,652,7508,175.0,8257,1,0
2887,5542,1,2021-08-30,1,1,185,2672,3.0,8260,1,0
2888,5547,2,2021-03-13,2,37,395,5546,57.0,8269,1,0
2889,5548,1,2021-11-27,1,15,554,6788,113.0,8270,1,0
2890,5550,1,2021-10-26,1,21,617,7257,153.0,8274,1,0
2891,5552,1,2021-10-29,1,20,606,7183,152.0,8275,1,0
2892,5553,1,2021-07-14,1,1,112,1355,6.0,8276,1,0
2893,5559,1,2021-06-07,1,11,483,6246,83.0,8286,1,0
2894,5561,1,2021-10-22,1,8,408,5638,67.0,8287,1,0
2895,5562,1,2021-04-22,1,27,672,7647,200.0,8290,1,0
2896,5563,1,2021-04-01,1,2,216,3229,20.0,8291,1,0
2897,5564,1,2021-11-22,1,22,634,7376,163.0,8293,1,0
2898,5567,1,2021-07-11,1,6,371,5366,50.0,8297,1,0
2899,5568,1,2021-07-11,1,1,123,1525,2.0,8303,1,0
2900,5569,1,2021-03-13,1,9,431,5827,75.0,8304,1,0
2901,5570,1,2021-05-22,1,1,99,1137,1.0,8305,1,0
2902,5571,2,2021-06-01,1,13,516,6504,102.0,8307,1,0
2903,5573,1,2021-11-29,1,8,404,5610,62.0,8310,1,0
2904,5577,1,2021-01-27,1,19,602,7151,139.0,8314,1,0
2905,5579,1,2021-09-11,1,11,472,6162,88.0,8317,1,0
2906,5579,1,2021-09-15,1,11,472,6162,85.0,8322,1,0
2907,5580,1,2021-03-16,1,30,700,7861,221.0,8327,1,0
2908,5580,1,2021-03-14,1,30,700,7861,221.0,8329,1,0
2909,5581,1,2021-06-19,1,13,525,6569,100.0,8331,1,0
2910,5582,1,2021-12-02,1,15,548,6739,111.0,8332,1,0
2911,5584,1,2021-02-19,1,24,652,7508,180.0,8333,1,0
2912,5586,1,2021-12-13,1,3,282,4332,,8334,1,0
2913,5587,1,2021-10-18,1,21,619,7275,153.0,8336,1,0
2914,5588,2,2021-04-03,1,3,256,3912,25.0,8337,1,0
2915,5592,1,2021-03-19,1,1,70,656,4.0,8342,1,0
2916,5598,1,2021-02-22,1,12,500,6374,91.0,8346,1,0
2917,5598,1,2021-02-25,1,12,500,6374,91.0,8348,1,0
2918,5603,1,2021-12-10,1,20,610,7215,152.0,8353,1,0
2919,5604,1,2021-05-10,2,36,202,2941,4.0,8354,1,0
2920,5606,1,2021-10-03,1,2,245,3723,17.0,8357,1,0
2921,5607,1,2021-04-23,1,10,462,6080,81.0,8358,1,0
2922,5609,1,2021-02-01,1,18,586,7027,134.0,8362,1,0
2923,5611,1,2021-10-10,1,18,585,7022,133.0,8364,1,0
2924,5611,1,2021-10-09,9,45,585,7022,134.0,8365,1,0
2925,5612,1,2021-07-10,1,2,223,3320,20.0,8367,1,0
2926,5612,1,2021-07-12,1,2,223,3320,11.0,8368,1,0
2927,5613,1,2021-08-02,1,29,695,7829,210.0,8370,1,0
2928,5613,1,2021-07-26,1,29,695,7829,213.0,8373,1,0
2929,5614,2,2021-07-03,1,15,550,6758,116.0,8376,1,0
2930,5615,1,2021-02-16,1,17,573,6932,126.0,8377,1,0
2931,5616,1,2021-11-29,1,4,310,4832,40.0,8382,1,0
2932,5617,1,2021-04-15,1,1,166,2286,10.0,8385,1,0
2933,5618,1,2021-09-10,1,19,599,7128,141.0,8386,1,0
2934,5618,1,2021-09-14,1,19,599,7128,144.0,8387,1,0
2935,5622,1,2021-11-24,5,40,530,6603,108.0,8396,1,0
2936,5624,1,2021-09-12,1,1,130,1660,,8397,1,0
2937,5627,1,2021-10-28,1,5,319,4979,,8400,1,0
2938,5630,1,2021-06-23,1,3,266,4079,23.0,8411,1,0
2939,5630,1,2021-06-22,1,3,266,4079,25.0,8412,1,0
2940,5633,1,2021-06-28,1,7,389,5501,59.0,8417,1,0
2941,5634,1,2021-01-24,1,13,514,6481,103.0,8418,1,0
2942,5636,1,2021-10-19,1,12,498,6361,92.0,8421,1,0
2943,5639,1,2021-02-19,1,10,470,6141,78.0,8428,1,0
2944,5640,1,2021-05-06,2,36,674,7659,197.0,8429,1,0
2945,5641,1,2021-12-05,1,28,682,7733,208.0,8430,1,0
2946,5643,1,2021-06-18,7,43,302,4687,34.0,8433,1,0
2947,5644,1,2021-08-07,1,1,107,1265,7.0,8435,1,0
2948,5648,2,2021-07-20,1,9,435,5863,70.0,8441,1,0
2949,5648,1,2021-07-18,1,9,435,5863,73.0,8442,1,0
2950,5650,1,2021-12-18,1,12,504,6405,96.0,8444,1,0
2951,5652,1,2021-03-18,1,21,623,7301,159.0,8445,1,0
2952,5655,1,2021-04-29,1,21,615,7249,153.0,8448,1,0
2953,5657,1,2021-02-09,1,1,51,290,10.0,8451,1,0
2954,5659,1,2021-12-05,1,9,449,5970,73.0,8453,1,0
2955,5661,1,2021-08-13,1,1,139,1819,8.0,8457,1,0
2956,5663,1,2022-01-22,1,5,346,5179,42.0,8460,1,0
2957,5663,2,2021-12-28,1,5,346,5179,45.0,8461,1,0
2958,5667,1,2022-02-17,1,32,716,7998,,8474,1,0
2959,5669,1,2021-11-14,1,9,444,5926,73.0,8479,1,0
2960,5670,1,2021-04-11,1,2,242,3664,11.0,8481,1,0
2961,5673,1,2021-06-28,1,18,585,7024,137.0,8488,1,0
2962,5675,1,2021-07-19,1,19,599,7131,139.0,8490,1,0
2963,5678,1,2021-10-17,1,9,428,5808,71.0,8493,1,0
2964,5680,1,2021-02-04,1,1,48,231,4.0,8503,1,0
2965,5681,1,2021-05-22,1,1,152,2022,8.0,8504,1,0
2966,5682,1,2021-08-30,1,2,242,3660,,8505,1,0
2967,5686,1,2021-03-27,1,13,526,6575,97.0,8507,1,0
2968,5686,1,2021-03-23,1,13,526,6575,97.0,8509,1,0
2969,5687,1,2021-03-15,5,40,650,7496,180.0,8511,1,0
2970,5688,1,2021-11-02,2,36,231,3465,14.0,8513,1,0
2971,5690,1,2021-04-12,1,4,298,4607,34.0,8514,1,0
2972,5693,2,2021-11-16,2,37,404,5609,67.0,8516,1,0
2973,5697,1,2021-08-28,1,1,167,2299,10.0,8522,1,0
2974,5697,1,2021-08-28,1,1,167,2299,4.0,8524,1,0
2975,5698,1,2021-09-20,1,1,65,552,3.0,8526,1,0
2976,5699,1,2021-12-03,1,21,615,7247,156.0,8528,1,0
2977,5702,2,2021-07-08,1,3,256,3906,23.0,8532,1,0
2978,5707,1,2021-11-09,1,9,450,5984,70.0,8538,1,0
2979,5708,1,2021-06-27,1,29,690,7792,212.0,8539,1,0
2980,5709,1,2021-06-09,1,16,563,6861,118.0,8545,1,0
2981,5711,1,2021-04-28,1,13,516,6500,97.0,8547,1,0
2982,5713,1,2021-05-08,1,1,113,1377,9.0,8552,1,0
2983,5714,1,2021-04-21,1,13,518,6517,101.0,8555,1,0
2984,5717,1,2021-09-26,1,27,673,7657,201.0,8556,1,0
2985,5717,1,2021-09-23,1,27,673,7657,197.0,8557,1,0
2986,5718,2,2021-02-14,1,8,421,5754,68.0,8559,1,0
2987,5719,1,2021-10-09,1,22,629,7346,163.0,8560,1,0
2988,5722,1,2021-07-07,1,10,458,6048,81.0,8564,1,0
2989,5724,1,2022-03-11,1,2,230,3447,20.0,8566,1,0
2990,5725,1,2021-03-03,1,1,109,1301,8.0,8567,1,0
2991,5726,1,2021-12-24,1,30,700,7867,219.0,8569,1,0
2992,5728,1,2021-02-11,1,2,241,3644,17.0,8571,1,0
2993,5729,1,2021-03-28,1,10,456,6028,82.0,8572,1,0
2994,5730,1,2021-09-15,1,1,135,1757,5.0,8573,1,0
2995,5731,1,2021-09-16,1,5,336,5111,42.0,8574,1,0
2996,5732,1,2021-06-27,1,8,415,5696,65.0,8575,1,0
2997,5736,2,2021-04-24,1,32,714,7980,236.0,8583,1,0
2998,5737,1,2021-03-23,1,1,98,1120,7.0,8586,1,0
2999,5739,2,2021-04-29,1,22,633,7367,,8591,1,0
3000,5740,1,2021-07-03,1,1,178,2529,6.0,8593,1,0
3001,5743,1,2021-02-24,1,30,699,7852,216.0,8596,1,0
3002,5748,1,2021-06-06,2,36,37,24,7.0,8603,1,0
3003,5751,1,2021-03-24,1,1,157,2092,1.0,8605,1,0
3004,5752,1,2021-09-17,1,1,155,2059,10.0,8606,1,0
3005,5757,1,2021-09-02,1,17,578,6972,,8614,1,0
3006,5758,1,2021-11-18,1,4,305,4740,34.0,8617,1,0
3007,5763,1,2023-03-08,1,2,244,3697,13.0,8621,1,0
3008,5764,1,2021-10-03,1,9,440,5899,71.0,8622,1,0
3009,5765,1,2021-05-26,1,10,457,6035,82.0,8623,1,0
3010,5773,1,2021-12-08,1,2,237,3576,15.0,8636,1,0
3011,5774,1,2021-11-28,1,1,153,2030,10.0,8637,1,0
3012,5775,1,2021-08-01,1,33,721,8036,239.0,8638,1,0
3013,5776,2,2021-06-25,1,1,202,2932,10.0,8639,1,0
3014,5777,2,2022-01-14,1,16,559,6830,119.0,8640,1,0
3015,5778,1,2021-04-01,1,1,161,2173,10.0,8641,1,0
3016,5782,1,2021-03-17,1,1,175,2468,5.0,8648,1,0
3017,5786,1,2021-06-06,1,5,345,5174,42.0,8653,1,0
3018,5787,1,2021-08-10,1,1,108,1276,2.0,8657,1,0
3019,5790,1,2021-11-14,1,18,590,7058,138.0,8658,1,0
3020,5794,1,2021-03-06,1,3,261,3985,25.0,8663,1,0
3021,5795,1,2021-05-25,1,14,529,6598,107.0,8664,1,0
3022,5796,1,2021-10-13,1,17,575,6951,126.0,8665,1,0
3023,5797,1,2021-07-27,1,1,99,1139,9.0,8666,1,0
3024,5800,2,2021-05-29,1,3,266,4085,24.0,8669,1,0
3025,5802,1,2021-01-04,1,16,555,6801,119.0,8672,1,0
3026,5805,1,2021-05-05,1,5,340,5140,42.0,8674,1,0
3027,5806,1,2021-11-23,1,20,604,7161,147.0,8675,1,0
3028,5811,1,2021-08-25,1,11,485,6259,85.0,8682,1,0
3029,5812,2,2021-06-27,1,27,676,7682,199.0,8683,1,0
3030,5814,1,2021-05-21,1,16,565,6874,,8684,1,0
3031,5816,1,2021-03-16,1,28,684,7748,,8687,1,0
3032,5818,1,2021-12-22,1,1,104,1225,9.0,8688,1,0
3033,5819,1,2021-03-07,5,40,701,7870,222.0,8689,1,0
3034,5821,1,2021-02-16,1,1,89,991,5.0,8691,1,0
3035,5824,1,2021-05-03,1,17,568,6895,128.0,8694,1,0
3036,5825,1,2021-11-18,1,3,264,4045,27.0,8695,1,0
3037,5825,1,2021-11-18,1,3,264,4045,22.0,8697,1,0
3038,5828,1,2021-09-16,1,1,52,305,10.0,8700,1,0
3039,5829,2,2021-06-06,1,1,187,2691,4.0,8701,1,0
3040,5836,1,2021-06-23,1,2,243,3673,18.0,8707,1,0
3041,5837,1,2021-01-27,1,1,52,307,3.0,8709,1,0
3042,5838,1,2021-11-18,1,9,441,5904,73.0,8711,1,0
3043,5839,2,2021-10-08,1,1,203,2959,2.0,8712,1,0
3044,5840,2,2021-02-19,1,1,48,217,6.0,8713,1,0
3045,5845,1,2021-08-12,1,22,627,7328,163.0,8719,1,0
3046,5846,1,2021-09-05,1,1,206,3022,10.0,8720,1,0
3047,5848,1,2021-11-16,1,2,226,3385,20.0,8722,1,0
3048,5848,1,2021-11-15,1,2,226,3385,11.0,8723,1,0
3049,5849,1,2021-03-19,1,2,214,3173,14.0,8725,1,0
3050,5850,1,2021-05-17,1,32,714,7979,233.0,8726,1,0
3051,5850,2,2021-05-27,1,32,714,7979,234.0,8728,1,0
3052,5855,1,2021-04-10,1,4,318,4974,33.0,8731,1,0
3053,5856,1,2021-07-15,1,4,308,4784,33.0,8733,1,0
3054,5861,1,2021-12-22,1,1,182,2602,2.0,8739,1,0
3055,5864,1,2021-06-26,1,13,526,6571,98.0,8740,1,0
3056,5870,1,2021-10-04,1,2,221,3294,19.0,8744,1,0
3057,5871,1,2021-09-06,1,7,380,5437,58.0,8745,1,0
3058,5872,1,2021-08-13,1,24,652,7509,177.0,8746,1,0
3059,5873,1,2021-04-09,1,13,518,6516,101.0,8747,1,0
3060,5873,2,2021-04-09,1,13,518,6516,97.0,8749,1,0
3061,5876,1,2021-04-20,1,12,499,6369,92.0,8754,1,0
3062,5879,1,2021-08-17,1,1,204,2967,10.0,8756,1,0
3063,5880,1,2021-02-26,1,18,588,7040,,8757,1,0
3064,5881,2,2021-04-01,1,4,285,4386,35.0,8758,1,0
3065,5881,1,2021-04-05,1,4,285,4386,33.0,8760,1,0
3066,5883,1,2021-02-06,1,30,698,7844,216.0,8762,1,0
3067,5884,1,2021-07-09,1,6,378,5418,48.0,8764,1,0
3068,5886,1,2021-01-10,1,1,137,1790,2.0,8766,1,0
3069,5891,1,2021-04-25,1,29,693,7819,211.0,8769,1,0
3070,5892,1,2022-01-02,1,7,380,5435,59.0,8771,1,0
3071,5892,1,2022-01-02,1,7,380,5435,58.0,8772,1,0
3072,5894,1,2021-04-21,1,35,732,8114,256.0,8775,1,0
3073,5895,1,2021-04-30,1,1,174,2455,9.0,8777,1,0
3074,5896,1,2021-06-20,1,8,410,5660,63.0,8779,1,0
3075,5898,1,2021-12-22,1,1,69,643,1.0,8780,1,0
3076,5900,1,2021-11-06,1,5,327,5044,,8781,1,0
3077,5905,1,2022-01-02,1,5,352,5225,44.0,8785,1,0
3078,5909,1,2021-03-25,1,1,65,560,8.0,8790,1,0
3079,5911,1,2021-08-16,1,14,538,6671,104.0,8791,1,0
3080,5912,1,2021-05-08,1,7,382,5449,55.0,8793,1,0
3081,5914,1,2021-12-09,1,8,404,5610,62.0,8797,1,0
3082,5920,1,2021-01-28,1,29,695,7828,213.0,8805,1,0
3083,5923,1,2021-08-08,1,28,685,7753,,8807,1,0
3084,5925,1,2021-10-27,1,1,101,1181,,8809,1,0
3085,5926,1,2022-01-12,1,11,482,6240,87.0,8810,1,0
3086,5926,1,2022-01-09,1,11,482,6240,87.0,8812,1,0
3087,5927,1,2021-09-13,1,29,693,7816,213.0,8814,1,0
3088,5928,1,2021-11-11,1,8,423,5770,65.0,8815,1,0
3089,5930,1,2021-02-27,1,3,254,3871,30.0,8818,1,0
3090,5932,1,2021-11-07,2,36,700,7869,216.0,8819,1,0
3091,5934,1,2021-05-29,9,45,427,5801,68.0,8820,1,0
3092,5940,1,2021-05-10,1,1,91,1007,9.0,8824,1,0
3093,5942,1,2021-10-19,1,1,79,811,2.0,8826,1,0
3094,5943,1,2021-07-13,1,1,97,1113,4.0,8827,1,0
3095,5944,1,2021-03-11,1,1,118,1461,8.0,8828,1,0
3096,5945,1,2021-04-25,1,7,390,5509,56.0,8829,1,0
3097,5947,1,2021-05-10,1,5,319,4979,,8830,1,0
3098,5947,1,2021-05-12,1,5,319,4979,44.0,8834,1,0
3099,5948,1,2021-08-10,1,1,208,3062,3.0,8838,1,0
3100,5949,1,2021-12-02,1,1,48,235,6.0,8840,1,0
3101,5952,1,2021-11-05,1,2,228,3418,17.0,8842,1,0
3102,5954,1,2021-09-04,1,1,49,245,9.0,8844,1,0
3103,5955,1,2021-09-27,1,1,125,1567,3.0,8845,1,0
3104,5955,1,2021-09-24,5,40,125,1567,10.0,8847,1,0
3105,5956,1,2021-04-19,1,1,208,3055,5.0,8849,1,0
3106,5958,1,2021-03-16,1,21,620,7276,154.0,8852,1,0
3107,5961,1,2021-12-28,1,1,209,3089,10.0,8855,1,0
3108,5963,1,2021-12-04,1,2,229,3432,11.0,8856,1,0
3109,5965,1,2021-11-19,1,24,648,7483,176.0,8859,1,0
3110,5967,1,2021-12-21,1,5,327,5047,45.0,8862,1,0
3111,5967,1,2021-12-18,1,5,327,5047,46.0,8867,1,0
3112,5971,1,2021-01-02,1,24,648,7485,175.0,8877,1,0
3113,5974,1,2021-05-27,1,15,548,6742,115.0,8880,1,0
3114,5976,1,2021-11-01,1,12,495,6345,96.0,8882,1,0
3115,5977,1,2021-08-06,1,13,524,6564,98.0,8883,1,0
3116,5978,1,2021-07-30,1,1,128,1610,6.0,8891,1,0
3117,5980,1,2021-10-09,2,36,675,7667,198.0,8894,1,0
3118,5981,1,2021-05-07,1,7,390,5504,60.0,8896,1,0
3119,5983,2,2021-06-14,2,37,542,6691,115.0,8900,1,0
3120,5984,1,2021-05-09,1,7,385,5473,55.0,8901,1,0
3121,5988,2,2021-05-19,1,20,611,7223,151.0,8907,1,0
3122,5989,1,2021-08-23,1,1,141,1846,9.0,8908,1,0
3123,5990,1,2021-04-12,1,6,365,5325,51.0,8909,1,0
3124,5991,1,2021-09-04,1,1,112,1344,4.0,8910,1,0
3125,5995,1,2021-04-17,1,1,184,2648,3.0,8912,1,0
3126,5997,2,2021-08-11,1,4,304,4717,,8914,1,0
3127,5998,1,2021-09-01,1,22,629,7350,162.0,8915,1,0
3128,6000,1,2021-06-19,5,41,562,6854,121.0,8918,1,0
3129,6004,1,2022-01-17,1,6,365,5325,49.0,8922,1,0
3130,6008,1,2021-06-30,1,1,104,1215,7.0,8927,1,0
3131,6008,1,2021-07-05,1,1,104,1215,3.0,8929,1,0
3132,6009,1,2021-07-05,1,10,456,6030,76.0,8931,1,0
3133,6013,1,2021-10-27,1,14,536,6647,106.0,8938,1,0
3134,6013,1,2021-10-30,1,14,536,6647,105.0,8943,1,0
3135,6017,1,2021-08-03,1,2,240,3640,,8950,1,0
3136,6018,1,2021-12-29,5,41,217,3242,18.0,8951,1,0
3137,6020,1,2021-12-22,1,5,329,5059,43.0,8953,1,0
3138,6020,1,2021-03-22,1,5,329,5059,42.0,8955,1,0
3139,6022,1,2021-12-07,1,16,563,6860,121.0,8957,1,0
3140,6023,1,2021-04-05,2,37,386,5479,57.0,8958,1,0
3141,6027,1,2021-06-01,1,5,327,5046,,8964,1,0
3142,6028,1,2021-08-07,1,14,532,6619,110.0,8966,1,0
3143,6029,1,2021-10-18,1,1,182,2607,5.0,8967,1,0
3144,6030,1,2021-04-09,1,28,682,7733,206.0,8969,1,0
3145,6032,1,2021-04-18,2,36,62,481,4.0,8973,1,0
3146,6034,2,2021-02-18,1,13,528,6596,99.0,8976,1,0
3147,6037,1,2021-10-30,1,1,203,2960,,8979,1,0
3148,6042,1,2021-09-25,1,34,725,8062,244.0,8985,1,0
3149,6042,1,2021-09-19,1,34,725,8062,,8987,1,0
3150,6043,2,2021-12-15,1,26,667,7611,,8989,1,0
3151,6048,1,2021-06-08,1,11,483,6248,84.0,8995,1,0
3152,6050,1,2021-04-25,1,22,631,7357,164.0,8996,1,0
3153,6050,1,2021-04-25,1,22,631,7357,,8998,1,0
3154,6058,1,2021-09-23,1,25,660,7563,186.0,9004,1,0
3155,6059,1,2021-10-01,1,1,113,1377,9.0,9007,1,0
3156,6061,1,2021-05-10,1,24,648,7485,,9013,1,0
3157,6062,1,2021-05-22,1,19,595,7098,141.0,9014,1,0
3158,6063,1,2021-12-14,1,27,677,7691,,9016,1,0
3159,6064,1,2021-04-14,1,2,216,3210,12.0,9018,1,0
3160,6067,1,2021-02-03,1,7,394,5537,60.0,9020,1,0
3161,6068,1,2021-09-28,1,2,215,3202,15.0,9021,1,0
3162,6071,1,2021-12-27,1,10,453,6008,81.0,9026,1,0
3163,6074,2,2021-08-15,1,32,716,7994,233.0,9027,1,0
3164,6077,1,2021-11-18,1,3,284,4366,21.0,9037,1,0
3165,6079,1,2021-01-31,1,2,231,3472,17.0,9039,1,0
3166,6083,1,2021-05-25,1,16,564,6871,118.0,9043,1,0
3167,6083,1,2021-05-24,1,16,564,6871,123.0,9048,1,0
3168,6085,1,2021-08-24,1,12,503,6397,90.0,9053,1,0
3169,6087,2,2021-11-28,1,4,288,4424,33.0,9055,1,0
3170,6091,1,2021-02-09,1,1,98,1130,4.0,9061,1,0
3171,6092,2,2021-06-07,1,1,121,1496,2.0,9062,1,0
3172,6094,1,2021-11-27,1,1,178,2537,3.0,9064,1,0
3173,6098,2,2021-12-08,1,12,506,6419,96.0,9066,1,0
3174,6102,1,2021-03-14,1,9,437,5875,73.0,9076,1,0
3175,6105,1,2021-03-25,1,21,615,7249,154.0,9080,1,0
3176,6106,1,2021-12-18,1,2,249,3787,12.0,9082,1,0
3177,6108,1,2021-09-11,1,9,441,5905,,9083,1,0
3178,6110,1,2021-06-01,1,7,383,5453,56.0,9085,1,0
3179,6111,1,2021-07-30,1,6,356,5261,53.0,9086,1,0
3180,6111,1,2021-07-29,1,6,356,5261,51.0,9087,1,0
3181,6113,1,2021-11-25,1,17,570,6916,129.0,9092,1,0
3182,6114,1,2021-04-23,1,5,326,5035,42.0,9094,1,0
3183,6121,1,2021-08-05,1,4,292,4496,31.0,9099,1,0
3184,6122,1,2021-05-16,1,15,550,6762,111.0,9100,1,0
3185,6123,1,2021-04-12,1,1,160,2164,1.0,9101,1,0
3186,6127,2,2021-07-19,1,1,136,1767,8.0,9108,1,0
3187,6129,1,2021-09-03,1,5,338,5121,,9112,1,0
