CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
6049,IPC,324,3,3
6050,POCSO,8,1,1
6050,IPC,363,2,2
6050,POCSO,6,3,3
6050,POCSO,4,4,4
6051,IPC,304A,1,1
6051,IPC,338,2,2
6051,MVACT,185,3,3
6051,MVACT,184,4,4
6052,ITACT,66,1,1
6052,ITACT,66C,2,2
6052,IPC,420,3,3
6052,ITACT,66D,4,4
6053,IPC,457,1,1
6053,IPC,380,2,2
6053,IPC,397,3,3
6054,IPC,506,1,1
6054,IPC,509,2,2
6054,IPC,498A,3,3
6055,MMDR,21,1,1
6055,MMDR,4,2,2
6056,IPC,420,1,1
6056,ITACT,66C,2,2
6057,NDPS,29,1,1
6058,IPC,380,1,1
6059,IPC,324,1,1
6059,IPC,325,2,2
6059,IPC,326,3,3
6059,IPC,323,4,4
6060,IPC,143,1,1
6060,KPACT,96,2,2
6060,KPACT,92,3,3
6060,IPC,147,4,4
6061,DPACT,3,1,1
6061,IPC,498A,2,2
6062,IPC,504,1,1
6063,IPC,325,1,1
6064,IPC,392,1,1
6065,KPACT,92,1,1
6066,MVACT,185,1,1
6066,IPC,279,2,2
6066,MVACT,184,3,3
6067,NDPS,22,1,1
6067,NDPS,20,2,2
6068,IPC,323,1,1
6068,IPC,504,2,2
6068,IPC,363,3,3
6068,IPC,325,4,4
6069,IPC,504,1,1
6069,IPC,323,2,2
6070,NDPS,27,1,1
6070,NDPS,20,2,2
6070,NDPS,21,3,3
6071,IPC,324,1,1
6071,IPC,302,2,2
6071,IPC,326,3,3
6072,IPC,302,1,1
6072,IPC,326,2,2
6072,IPC,506,3,3
6073,IPC,354,1,1
6073,IPC,509,2,2
6073,DPACT,4,3,3
6074,DPACT,3,1,1
6074,IPC,509,2,2
6075,IPC,406,1,1
6075,IPC,420,2,2
6076,IPC,147,1,1
6076,KPACT,92,2,2
6076,IPC,143,3,3
6076,IPC,504,4,4
6077,IPC,363,1,1
6077,IPC,302,2,2
6078,MVACT,185,1,1
6078,IPC,338,2,2
6078,MVACT,184,3,3
6079,IPC,376,1,1
6079,IPC,506,2,2
6079,DPACT,3,3,3
6080,IPC,392,1,1
6081,IPC,149,1,1
6081,IPC,148,2,2
6082,IPC,406,1,1
6082,IPC,420,2,2
6083,IPC,504,1,1
6083,KPACT,96,2,2
6083,IPC,147,3,3
6083,IPC,143,4,4
6084,ITACT,66D,1,1
6084,ITACT,66C,2,2
6084,IPC,420,3,3
6085,IPC,504,1,1
6085,KPACT,92,2,2
6085,IPC,149,3,3
6085,KPACT,96,4,4
6086,IPC,325,1,1
6086,IPC,324,2,2
6086,IPC,504,3,3
6086,IPC,363,4,4
6087,IPC,323,1,1
6087,IPC,324,2,2
6088,IPC,397,1,1
6089,IPC,447,1,1
6089,IPC,506,2,2
6089,KPACT,109,3,3
6090,ITACT,66C,1,1
6091,IPC,380,1,1
6092,IPC,420,1,1
6092,IPC,406,2,2
6093,IPC,420,1,1
6093,ITACT,66,2,2
6093,ITACT,66C,3,3
6094,IPC,406,1,1
6094,IPC,420,2,2
6095,IPC,354,1,1
6095,IPC,498A,2,2
6095,IPC,509,3,3
6096,IPC,504,1,1
6097,IPC,302,1,1
6097,IPC,504,2,2
6097,IPC,323,3,3
6098,ITACT,66,1,1
6098,ITACT,66D,2,2
6099,IPC,506,1,1
6099,IPC,376,2,2
6100,IPC,363,1,1
6100,IPC,307,2,2
6100,IPC,324,3,3
6100,IPC,504,4,4
6101,DPACT,4,1,1
6101,DPACT,3,2,2
6102,IPC,304A,1,1
6102,IPC,338,2,2
6102,IPC,279,3,3
6102,MVACT,184,4,4
6103,IPC,420,1,1
6103,ITACT,66C,2,2
6103,ITACT,66D,3,3
6103,ITACT,66,4,4
6104,POCSO,4,1,1
6104,POCSO,12,2,2
6104,POCSO,6,3,3
6105,IPC,302,1,1
6106,DPACT,3,1,1
6106,IPC,354,2,2
6107,ITACT,66D,1,1
6107,ITACT,66,2,2
6107,IPC,420,3,3
6108,DPACT,4,1,1
6109,POCSO,6,1,1
6109,POCSO,12,2,2
6109,IPC,363,3,3
6110,IPC,397,1,1
6111,MVACT,184,1,1
6111,IPC,304A,2,2
6111,MVACT,185,3,3
6112,IPC,457,1,1
6112,IPC,397,2,2
6113,POCSO,12,1,1
6113,POCSO,8,2,2
6114,IPC,304A,1,1
6114,IPC,279,2,2
6114,IPC,338,3,3
6115,IPC,279,1,1
6116,IPC,325,1,1
6116,IPC,326,2,2
6116,IPC,324,3,3
6117,IPC,279,1,1
6117,IPC,338,2,2
6117,MVACT,184,3,3
6118,IPC,420,1,1
6118,IPC,406,2,2
6119,MVACT,185,1,1
6119,IPC,279,2,2
6120,IPC,506,1,1
6120,IPC,324,2,2
6121,IPC,457,1,1
6121,IPC,379,2,2
6121,IPC,392,3,3
6121,IPC,397,4,4
6122,IPC,397,1,1
6122,IPC,380,2,2
6123,IPC,324,1,1
6123,IPC,506,2,2
6123,IPC,363,3,3
6124,IPC,394,1,1
6124,IPC,457,2,2
6124,IPC,427,3,3
6125,IPC,406,1,1
6125,IPC,420,2,2
6126,IPC,397,1,1
6126,IPC,392,2,2
6126,IPC,379,3,3
6126,IPC,457,4,4
6127,IPC,504,1,1
6128,MVACT,184,1,1
6128,IPC,338,2,2
6128,IPC,304A,3,3
6128,IPC,279,4,4
6129,ARMS,25,1,1
6130,IPC,457,1,1
6131,ITACT,66C,1,1
6131,IPC,420,2,2
6131,ITACT,66,3,3
6131,ITACT,66D,4,4
6132,IPC,325,1,1
6132,IPC,504,2,2
6132,IPC,506,3,3
6133,IPC,304A,1,1
6133,MVACT,185,2,2
6134,IPC,509,1,1
6134,IPC,506,2,2
6135,KPACT,92,1,1
6135,IPC,149,2,2
6136,IPC,420,1,1
6136,ITACT,66D,2,2
6136,ITACT,66C,3,3
6137,IPC,324,1,1
6137,IPC,302,2,2
6137,IPC,326,3,3
6138,IPC,406,1,1
6138,IPC,420,2,2
6139,IPC,427,1,1
6139,IPC,457,2,2
6139,IPC,397,3,3
6140,IPC,457,1,1
6141,IPC,394,1,1
6141,IPC,447,2,2
6142,IPC,304A,1,1
6142,MVACT,184,2,2
6143,IPC,447,1,1
6143,IPC,397,2,2
6144,IPC,457,1,1
6144,IPC,394,2,2
6144,IPC,427,3,3
6144,IPC,447,4,4
6145,IPC,323,1,1
6146,MVACT,185,1,1
6147,IPC,406,1,1
6147,IPC,420,2,2
6148,IPC,307,1,1
6148,IPC,302,2,2
6148,IPC,324,3,3
6148,IPC,325,4,4
6149,IPC,406,1,1
6150,IPC,326,1,1
6150,IPC,504,2,2
6150,IPC,363,3,3
6151,KPACT,96,1,1
6151,IPC,148,2,2
6152,ITACT,66D,1,1
6152,ITACT,66,2,2
6152,IPC,420,3,3
6153,IPC,506,1,1
6153,IPC,447,2,2
6153,KPACT,109,3,3
6154,IPC,406,1,1
6155,IPC,324,1,1
6156,IPC,420,1,1
6157,MVACT,185,1,1
6157,MVACT,184,2,2
6158,POCSO,12,1,1
6158,POCSO,6,2,2
6159,SCST,3(1)(s),1,1
6159,IPC,504,2,2
6159,IPC,323,3,3
6160,IPC,406,1,1
6160,IPC,420,2,2
6161,IPC,143,1,1
6162,MVACT,185,1,1
6162,MVACT,184,2,2
6162,IPC,304A,3,3
6163,IPC,498A,1,1
6164,IPC,304A,1,1
6164,IPC,338,2,2
6164,MVACT,185,3,3
6165,IPC,397,1,1
6166,IPC,323,1,1
6167,IPC,427,1,1
6168,IPC,504,1,1
6169,MVACT,184,1,1
6169,IPC,279,2,2
6169,MVACT,185,3,3
6170,IPC,506,1,1
6170,IPC,504,2,2
6170,IPC,323,3,3
6171,ITACT,66D,1,1
6171,IPC,420,2,2
6172,IPC,279,1,1
6172,MVACT,185,2,2
6172,MVACT,184,3,3
6173,IPC,324,1,1
6174,IPC,363,1,1
6174,IPC,307,2,2
6174,IPC,504,3,3
6174,IPC,325,4,4
6175,IPC,506,1,1
6175,IPC,376,2,2
6176,IPC,324,1,1
6177,MVACT,185,1,1
6177,IPC,338,2,2
6178,IPC,420,1,1
6178,IPC,406,2,2
6179,IPC,420,1,1
6179,IPC,406,2,2
6180,IPC,380,1,1
6181,IPC,302,1,1
6182,IPC,326,1,1
6183,ITACT,66C,1,1
6183,ITACT,66,2,2
6183,IPC,420,3,3
6183,ITACT,66D,4,4
6184,IPC,354,1,1
6184,DPACT,3,2,2
6184,IPC,506,3,3
6185,IPC,420,1,1
6185,ITACT,66C,2,2
6185,ITACT,66,3,3
6185,ITACT,66D,4,4
6186,ARMS,25,1,1
6187,MVACT,185,1,1
6187,MVACT,184,2,2
6188,MVACT,185,1,1
6188,MVACT,184,2,2
6188,IPC,279,3,3
6188,IPC,338,4,4
6189,SCST,3(1)(r),1,1
6189,IPC,323,2,2
6190,NDPS,29,1,1
6190,NDPS,27,2,2
6190,NDPS,20,3,3
6191,IPC,304A,1,1
6191,MVACT,185,2,2
6191,IPC,279,3,3
6191,MVACT,184,4,4
6192,IPC,394,1,1
6192,IPC,457,2,2
6193,IPC,304A,1,1
6193,IPC,279,2,2
6193,MVACT,184,3,3
6194,IPC,406,1,1
6194,IPC,420,2,2
6195,IPC,326,1,1
6195,IPC,323,2,2
6195,IPC,504,3,3
6196,IPC,504,1,1
6196,IPC,147,2,2
6196,IPC,149,3,3
6197,IPC,506,1,1
6198,IPC,406,1,1
6198,IPC,420,2,2
6199,IPC,504,1,1
6200,ITACT,66,1,1
6200,ITACT,66D,2,2
6200,IPC,420,3,3
6201,IPC,504,1,1
6202,ITACT,66C,1,1
6203,IPC,498A,1,1
6203,IPC,509,2,2
6204,KPACT,109,1,1
6205,IPC,379,1,1
6206,IPC,457,1,1
6206,IPC,447,2,2
6207,IPC,324,1,1
6207,IPC,307,2,2
6208,IPC,406,1,1
6208,IPC,420,2,2
6209,IPC,392,1,1
6209,IPC,447,2,2
6210,MVACT,185,1,1
6210,IPC,304A,2,2
6211,IPC,380,1,1
6211,IPC,457,2,2
6212,IPC,397,1,1
6212,IPC,379,2,2
6213,IPC,457,1,1
6214,NDPS,29,1,1
6215,IPC,420,1,1
6216,IPC,307,1,1
6216,IPC,504,2,2
6217,IPC,504,1,1
6218,IPC,302,1,1
6218,IPC,363,2,2
6219,IPC,363,1,1
6219,IPC,504,2,2
6219,IPC,307,3,3
6220,IPC,325,1,1
6220,IPC,504,2,2
6220,IPC,323,3,3
6220,IPC,307,4,4
6221,ITACT,66,1,1
6222,IPC,380,1,1
6222,IPC,447,2,2
6223,ITACT,66,1,1
6223,IPC,420,2,2
6224,IPC,504,1,1
6224,IPC,325,2,2
6224,IPC,506,3,3
6224,IPC,324,4,4
6225,IPC,279,1,1
6225,MVACT,185,2,2
6225,IPC,338,3,3
6225,IPC,304A,4,4
6226,IPC,279,1,1
6226,MVACT,185,2,2
6227,IPC,506,1,1
6227,IPC,354,2,2
6227,DPACT,3,3,3
6228,DPACT,3,1,1
6228,IPC,354,2,2
6229,KEXC,34,1,1
6229,MMDR,4,2,2
6229,ARMS,25,3,3
6230,IPC,504,1,1
6231,IPC,504,1,1
6231,KPACT,92,2,2
6231,IPC,148,3,3
6231,IPC,143,4,4
6232,ITACT,66C,1,1
6233,IPC,380,1,1
6233,IPC,379,2,2
6234,IPC,363,1,1
6234,IPC,307,2,2
6234,IPC,302,3,3
6235,IPC,420,1,1
6235,IPC,406,2,2
6236,IPC,504,1,1
6236,KPACT,96,2,2
6236,IPC,143,3,3
6236,KPACT,92,4,4
6237,ITACT,66C,1,1
6238,IPC,363,1,1
6238,IPC,325,2,2
6238,IPC,307,3,3
6238,IPC,326,4,4
6239,IPC,392,1,1
6239,IPC,427,2,2
6240,IPC,304A,1,1
6240,IPC,279,2,2
6240,MVACT,185,3,3
6241,MVACT,184,1,1
6241,MVACT,185,2,2
6242,ITACT,66,1,1
6242,ITACT,66D,2,2
6242,ITACT,66C,3,3
6242,IPC,420,4,4
6243,IPC,304A,1,1
6243,IPC,279,2,2
6243,IPC,338,3,3
6243,MVACT,185,4,4
6244,IPC,504,1,1
6245,IPC,379,1,1
6246,IPC,420,1,1
6246,ITACT,66D,2,2
6247,IPC,302,1,1
6247,IPC,506,2,2
6247,IPC,325,3,3
6247,IPC,326,4,4
6248,IPC,279,1,1
6249,IPC,363,1,1
6249,POCSO,12,2,2
6249,POCSO,8,3,3
6249,POCSO,4,4,4
6250,IPC,406,1,1
6250,IPC,420,2,2
6251,KPACT,96,1,1
6251,IPC,148,2,2
6251,IPC,149,3,3
6251,IPC,147,4,4
6252,ITACT,66D,1,1
6253,IPC,498A,1,1
6253,IPC,376,2,2
6253,IPC,509,3,3
6253,DPACT,3,4,4
6254,ITACT,66D,1,1
6254,ITACT,66,2,2
6255,IPC,504,1,1
6255,IPC,325,2,2
6255,IPC,302,3,3
6256,IPC,506,1,1
6257,IPC,149,1,1
6257,IPC,147,2,2
6258,IPC,447,1,1
6258,IPC,427,2,2
6258,IPC,394,3,3
6258,IPC,392,4,4
6259,IPC,420,1,1
6259,IPC,406,2,2
6260,IPC,506,1,1
6260,IPC,307,2,2
6261,DPACT,4,1,1
6261,IPC,376,2,2
6262,IPC,325,1,1
6262,IPC,326,2,2
6262,IPC,323,3,3
6262,IPC,302,4,4
6263,IPC,509,1,1
6264,DPACT,4,1,1
6264,DPACT,3,2,2
6264,IPC,506,3,3
6265,IPC,447,1,1
6265,IPC,397,2,2
6266,IPC,279,1,1
6266,MVACT,185,2,2
6267,IPC,325,1,1
6267,IPC,504,2,2
6267,IPC,307,3,3
6268,IPC,394,1,1
6269,IPC,406,1,1
6269,IPC,420,2,2
6270,NDPS,29,1,1
6270,NDPS,20,2,2
6271,IPC,324,1,1
6271,IPC,325,2,2
6271,IPC,302,3,3
6272,KPACT,96,1,1
6272,IPC,504,2,2
6273,IPC,420,1,1
6273,IPC,406,2,2
6274,ITACT,66D,1,1
6275,IPC,447,1,1
6275,IPC,457,2,2
6276,IPC,307,1,1
6276,IPC,363,2,2
6277,MVACT,184,1,1
6278,IPC,149,1,1
6278,IPC,147,2,2
6279,IPC,324,1,1
6280,IPC,420,1,1
6280,ITACT,66,2,2
6281,IPC,498A,1,1
6282,NDPS,20,1,1
6283,KPACT,96,1,1
6283,IPC,504,2,2
6283,KPACT,92,3,3
6283,IPC,149,4,4
6284,IPC,406,1,1
6284,IPC,420,2,2
6285,IPC,406,1,1
6285,IPC,420,2,2
6286,ITACT,66D,1,1
6286,IPC,420,2,2
6287,IPC,376,1,1
6287,DPACT,4,2,2
6287,IPC,506,3,3
6288,IPC,504,1,1
6288,IPC,149,2,2
6288,IPC,143,3,3
6289,DPACT,3,1,1
6289,IPC,376,2,2
6290,ITACT,66D,1,1
6290,ITACT,66,2,2
6291,ITACT,66,1,1
6292,IPC,302,1,1
6292,IPC,506,2,2
6293,IPC,420,1,1
6294,IPC,338,1,1
6295,IPC,447,1,1
6295,IPC,392,2,2
6296,IPC,420,1,1
6296,IPC,406,2,2
6297,KPACT,109,1,1
6298,IPC,506,1,1
6298,IPC,354,2,2
6299,IPC,325,1,1
6300,IPC,406,1,1
6301,IPC,363,1,1
6302,IPC,420,1,1
6302,IPC,406,2,2
6303,IPC,506,1,1
6303,IPC,302,2,2
6303,IPC,324,3,3
6304,KEXC,32,1,1
6304,MMDR,21,2,2
6304,KEXC,34,3,3
6305,DPACT,4,1,1
6305,IPC,498A,2,2
6306,IPC,427,1,1
6306,IPC,379,2,2
6307,IPC,420,1,1
6307,ITACT,66D,2,2
6308,IPC,392,1,1
6309,IPC,363,1,1
6309,IPC,307,2,2
6309,IPC,506,3,3
6309,IPC,325,4,4
6310,IPC,376,1,1
6311,POCSO,8,1,1
6311,POCSO,4,2,2
6311,POCSO,6,3,3
6312,IPC,506,1,1
6312,IPC,326,2,2
6312,IPC,325,3,3
6312,IPC,363,4,4
6313,IPC,302,1,1
6314,SCST,3(1)(r),1,1
6314,SCST,3(1)(s),2,2
6314,IPC,323,3,3
6315,SCST,3(1)(r),1,1
6316,IPC,420,1,1
6317,KPACT,92,1,1
6318,IPC,325,1,1
6318,IPC,302,2,2
6319,IPC,376,1,1
6319,IPC,354,2,2
6320,IPC,457,1,1
6320,IPC,447,2,2
6320,IPC,380,3,3
6321,IPC,307,1,1
6321,IPC,324,2,2
6322,IPC,506,1,1
6322,IPC,324,2,2
6322,IPC,325,3,3
6322,IPC,302,4,4
6323,IPC,457,1,1
6323,IPC,427,2,2
6324,IPC,326,1,1
6324,IPC,324,2,2
6325,ITACT,66,1,1
6325,IPC,420,2,2
6325,ITACT,66C,3,3
6326,ARMS,25,1,1
6327,IPC,147,1,1
6327,KPACT,96,2,2
6327,IPC,143,3,3
6327,IPC,149,4,4
6328,MVACT,185,1,1
6329,KPACT,96,1,1
6330,IPC,447,1,1
6330,IPC,392,2,2
6331,IPC,498A,1,1
6331,DPACT,4,2,2
6332,IPC,307,1,1
6332,IPC,325,2,2
6333,IPC,380,1,1
6333,IPC,379,2,2
6333,IPC,427,3,3
6333,IPC,394,4,4
6334,IPC,338,1,1
6335,IPC,394,1,1
6335,IPC,397,2,2
6335,IPC,379,3,3
6335,IPC,457,4,4
6336,IPC,304A,1,1
6336,MVACT,184,2,2
6337,IPC,147,1,1
6337,IPC,148,2,2
6338,IPC,148,1,1
6338,IPC,147,2,2
6339,IPC,363,1,1
6339,IPC,325,2,2
6340,IPC,307,1,1
6340,IPC,302,2,2
6341,NDPS,29,1,1
6341,NDPS,21,2,2
6341,NDPS,27,3,3
6341,NDPS,22,4,4
6342,IPC,504,1,1
6343,IPC,380,1,1
6343,IPC,392,2,2
6344,ITACT,66,1,1
6344,ITACT,66D,2,2
6345,KPACT,92,1,1
6345,IPC,504,2,2
6346,IPC,397,1,1
6346,IPC,447,2,2
6347,IPC,354,1,1
6348,ITACT,66,1,1
6348,ITACT,66C,2,2
6348,ITACT,66D,3,3
6349,IPC,447,1,1
6349,IPC,427,2,2
6350,IPC,380,1,1
6351,IPC,397,1,1
6351,IPC,457,2,2
6352,DPACT,3,1,1
6353,IPC,504,1,1
6353,IPC,363,2,2
6354,IPC,392,1,1
6354,IPC,427,2,2
6354,IPC,447,3,3
6354,IPC,457,4,4
6355,MVACT,185,1,1
6355,IPC,279,2,2
6356,IPC,498A,1,1
6357,IPC,279,1,1
6357,IPC,304A,2,2
6357,IPC,338,3,3
6357,MVACT,184,4,4
6358,IPC,380,1,1
6358,IPC,379,2,2
6358,IPC,394,3,3
6358,IPC,457,4,4
6359,IPC,504,1,1
6359,IPC,302,2,2
6359,IPC,323,3,3
6359,IPC,325,4,4
6360,IPC,420,1,1
6360,IPC,406,2,2
6361,IPC,363,1,1
6361,IPC,302,2,2
6362,IPC,279,1,1
6363,POCSO,8,1,1
6363,IPC,363,2,2
6363,POCSO,6,3,3
6364,IPC,394,1,1
6364,IPC,447,2,2
6364,IPC,379,3,3
6365,IPC,406,1,1
6366,IPC,363,1,1
6366,POCSO,12,2,2
6367,IPC,447,1,1
6368,IPC,506,1,1
6369,IPC,325,1,1
6369,IPC,302,2,2
6369,IPC,506,3,3
6369,IPC,363,4,4
6370,ITACT,66C,1,1
6370,ITACT,66D,2,2
6370,ITACT,66,3,3
6370,IPC,420,4,4
6371,IPC,506,1,1
6371,IPC,323,2,2
6372,IPC,148,1,1
6373,IPC,147,1,1
6373,IPC,143,2,2
6374,IPC,363,1,1
6374,IPC,325,2,2
6375,IPC,148,1,1
6376,IPC,338,1,1
6376,IPC,279,2,2
6376,IPC,304A,3,3
6377,NDPS,20,1,1
6377,NDPS,29,2,2
6378,IPC,379,1,1
6378,IPC,457,2,2
6378,IPC,380,3,3
6379,NDPS,27,1,1
6379,NDPS,29,2,2
6379,NDPS,21,3,3
6380,IPC,324,1,1
6380,IPC,302,2,2
6380,IPC,506,3,3
6381,IPC,504,1,1
6382,IPC,498A,1,1
6382,DPACT,4,2,2
6382,DPACT,3,3,3
6383,MVACT,185,1,1
6384,IPC,376,1,1
6384,IPC,354,2,2
6384,DPACT,4,3,3
6385,IPC,447,1,1
6386,IPC,304A,1,1
6386,MVACT,184,2,2
6386,IPC,279,3,3
6387,ITACT,66,1,1
6388,IPC,427,1,1
6389,IPC,427,1,1
6389,IPC,394,2,2
6389,IPC,447,3,3
6390,IPC,406,1,1
6390,IPC,420,2,2
6391,IPC,498A,1,1
6392,IPC,279,1,1
6393,IPC,148,1,1
6393,IPC,149,2,2
6394,IPC,379,1,1
6394,IPC,427,2,2
6394,IPC,447,3,3
6395,IPC,406,1,1
6395,IPC,420,2,2
6396,MVACT,184,1,1
6397,IPC,325,1,1
6397,IPC,363,2,2
6398,ITACT,66C,1,1
6399,IPC,392,1,1
6399,IPC,380,2,2
6400,ITACT,66D,1,1
6401,IPC,506,1,1
6401,IPC,447,2,2
6401,KPACT,109,3,3
6402,POCSO,12,1,1
6402,POCSO,4,2,2
6402,IPC,363,3,3
6403,MVACT,184,1,1
6404,NDPS,22,1,1
6404,NDPS,20,2,2
6404,NDPS,27,3,3
6404,NDPS,29,4,4
6405,MVACT,184,1,1
6405,IPC,279,2,2
6405,IPC,304A,3,3
6406,KPACT,92,1,1
6406,IPC,504,2,2
6406,KPACT,96,3,3
6406,IPC,148,4,4
6407,IPC,420,1,1
6407,IPC,406,2,2
6408,MVACT,184,1,1
6408,MVACT,185,2,2
6408,IPC,279,3,3
6408,IPC,338,4,4
6409,IPC,420,1,1
6410,IPC,392,1,1
6410,IPC,457,2,2
6411,IPC,338,1,1
6411,IPC,279,2,2
6412,ITACT,66D,1,1
6412,ITACT,66,2,2
6412,ITACT,66C,3,3
6412,IPC,420,4,4
6413,KPACT,92,1,1
6413,IPC,148,2,2
6413,IPC,147,3,3
6414,IPC,324,1,1
6414,IPC,302,2,2
6414,IPC,325,3,3
6415,IPC,354,1,1
6415,IPC,506,2,2
6415,IPC,498A,3,3
6415,IPC,509,4,4
6416,IPC,307,1,1
6416,IPC,323,2,2
6416,IPC,504,3,3
6417,IPC,427,1,1
6417,IPC,457,2,2
6417,IPC,379,3,3
6418,IPC,380,1,1
6419,IPC,457,1,1
6419,IPC,427,2,2
6420,IPC,363,1,1
6420,IPC,506,2,2
6421,IPC,379,1,1
6421,IPC,394,2,2
6421,IPC,447,3,3
6422,IPC,457,1,1
6422,IPC,447,2,2
6422,IPC,397,3,3
6423,NDPS,27,1,1
6423,NDPS,21,2,2
6424,IPC,427,1,1
6424,IPC,392,2,2
6425,DPACT,3,1,1
6425,IPC,506,2,2
6425,DPACT,4,3,3
6426,IPC,457,1,1
6427,IPC,420,1,1
6427,IPC,406,2,2
6428,IPC,324,1,1
6428,IPC,326,2,2
6428,IPC,302,3,3
6428,IPC,325,4,4
6429,NDPS,29,1,1
6429,NDPS,22,2,2
6430,IPC,148,1,1
6430,KPACT,96,2,2
6430,IPC,147,3,3
6431,IPC,504,1,1
6431,IPC,506,2,2
6431,IPC,323,3,3
6431,IPC,302,4,4
6432,SCST,3(1)(s),1,1
6432,IPC,504,2,2
6433,IPC,324,1,1
6433,IPC,363,2,2
6433,IPC,506,3,3
6434,ITACT,66,1,1
6434,ITACT,66D,2,2
6434,ITACT,66C,3,3
6435,IPC,420,1,1
6435,IPC,406,2,2
6436,IPC,406,1,1
6437,IPC,324,1,1
6438,IPC,149,1,1
6438,KPACT,96,2,2
6438,IPC,147,3,3
6439,IPC,420,1,1
6439,IPC,406,2,2
6440,IPC,447,1,1
6440,IPC,394,2,2
6440,IPC,379,3,3
6440,IPC,427,4,4
6441,IPC,498A,1,1
6441,IPC,509,2,2
6441,IPC,354,3,3
6441,IPC,506,4,4
6442,IPC,363,1,1
6443,IPC,406,1,1
6444,IPC,406,1,1
6444,IPC,420,2,2
6445,IPC,447,1,1
6445,KPACT,109,2,2
6445,IPC,506,3,3
6446,SCST,3(1)(s),1,1
6446,IPC,323,2,2
6447,IPC,323,1,1
6447,IPC,325,2,2
6447,IPC,326,3,3
6447,IPC,324,4,4
6448,MVACT,184,1,1
6448,IPC,279,2,2
6448,IPC,304A,3,3
6449,IPC,279,1,1
6449,IPC,338,2,2
6450,IPC,148,1,1
6450,IPC,143,2,2
6450,IPC,147,3,3
6450,IPC,149,4,4
6451,IPC,406,1,1
6451,IPC,420,2,2
6452,IPC,406,1,1
6452,IPC,420,2,2
6453,IPC,304A,1,1
6453,MVACT,184,2,2
6454,IPC,307,1,1
6454,IPC,302,2,2
6454,IPC,504,3,3
6454,IPC,325,4,4
6455,IPC,338,1,1
6456,IPC,420,1,1
6456,ITACT,66C,2,2
6456,ITACT,66D,3,3
6457,IPC,506,1,1
6457,DPACT,3,2,2
6457,IPC,376,3,3
6457,IPC,498A,4,4
6458,ITACT,66C,1,1
6458,ITACT,66,2,2
6459,IPC,397,1,1
6459,IPC,394,2,2
6459,IPC,380,3,3
6460,IPC,143,1,1
6460,IPC,148,2,2
6461,IPC,506,1,1
6462,IPC,304A,1,1
6463,IPC,338,1,1
6463,IPC,279,2,2
6464,IPC,302,1,1
6464,IPC,504,2,2
6464,IPC,325,3,3
6465,IPC,323,1,1
6465,IPC,504,2,2
6465,IPC,325,3,3
6465,IPC,363,4,4
6466,IPC,420,1,1
6467,IPC,420,1,1
6467,ITACT,66D,2,2
6467,ITACT,66,3,3
6468,IPC,149,1,1
6468,IPC,148,2,2
6468,IPC,147,3,3
6469,KEXC,32,1,1
6470,IPC,394,1,1
6470,IPC,380,2,2
6471,ITACT,66C,1,1
6472,NDPS,27,1,1
6472,NDPS,21,2,2
6472,NDPS,22,3,3
6472,NDPS,20,4,4
6473,IPC,302,1,1
6473,IPC,324,2,2
6474,IPC,506,1,1
6474,IPC,323,2,2
6475,IPC,149,1,1
6475,IPC,148,2,2
6476,IPC,420,1,1
6477,IPC,420,1,1
6477,IPC,406,2,2
6478,IPC,504,1,1
6479,IPC,392,1,1
6479,IPC,447,2,2
6479,IPC,394,3,3
6480,ITACT,66C,1,1
6480,ITACT,66,2,2
6480,ITACT,66D,3,3
6481,MVACT,185,1,1
6481,IPC,279,2,2
6482,IPC,307,1,1
6483,ITACT,66D,1,1
6483,IPC,420,2,2
6483,ITACT,66C,3,3
6484,IPC,323,1,1
6484,SCST,3(1)(s),2,2
6484,SCST,3(1)(r),3,3
6484,IPC,504,4,4
6485,IPC,379,1,1
6485,IPC,397,2,2
6485,IPC,427,3,3
6486,MVACT,184,1,1
6487,IPC,338,1,1
6487,IPC,279,2,2
6488,NDPS,29,1,1
6489,IPC,427,1,1
6489,IPC,457,2,2
6489,IPC,447,3,3
6489,IPC,394,4,4
6490,IPC,379,1,1
6490,IPC,447,2,2
6491,KEXC,32,1,1
6491,KEXC,34,2,2
6491,MMDR,4,3,3
6491,MMDR,21,4,4
6492,IPC,148,1,1
6492,IPC,143,2,2
6492,IPC,504,3,3
6493,IPC,307,1,1
6494,IPC,509,1,1
6495,IPC,506,1,1
6496,IPC,506,1,1
6497,ITACT,66D,1,1
6497,ITACT,66C,2,2
6498,IPC,354,1,1
6498,DPACT,4,2,2
6499,KPACT,109,1,1
6499,IPC,506,2,2
6499,IPC,447,3,3
6500,NDPS,22,1,1
6500,NDPS,21,2,2
6500,NDPS,20,3,3
6501,IPC,302,1,1
6502,IPC,324,1,1
6502,IPC,504,2,2
6502,IPC,325,3,3
6503,IPC,326,1,1
6504,IPC,420,1,1
6505,IPC,420,1,1
6505,ITACT,66D,2,2
6505,ITACT,66,3,3
6506,IPC,427,1,1
6506,IPC,457,2,2
6507,KPACT,96,1,1
6508,IPC,427,1,1
6508,IPC,394,2,2
6509,IPC,427,1,1
6509,IPC,397,2,2
6510,IPC,457,1,1
6510,IPC,379,2,2
6511,POCSO,4,1,1
6511,POCSO,12,2,2
6511,IPC,363,3,3
6511,POCSO,6,4,4
6512,IPC,420,1,1
