CSID,CaseMasterID,csdate,cstype,PolicePersonID
2253,3234,2021-10-11 21:18:19.714402,A,7272
2254,3236,2022-02-22 17:47:01.182939,A,2973
2255,3237,2021-12-22 04:52:03.241336,A,942
2256,3238,2021-05-20 21:02:15.448773,A,5616
2257,3239,2021-03-26 07:18:55.062940,A,7518
2258,3242,2021-04-26 11:44:45.057564,B,1361
2259,3244,2022-03-17 05:01:20.283646,C,7151
2260,3245,2021-08-27 15:37:34.131184,A,6985
2261,3247,2021-09-03 16:35:57.004394,A,1007
2262,3248,2022-01-09 03:25:56.029919,C,6706
2263,3250,2021-07-22 04:42:37.022601,A,3456
2264,3251,2021-11-21 13:58:20.082053,A,2218
2265,3253,2022-02-20 12:59:06.805474,C,7317
2266,3254,2022-02-11 03:29:00.027562,C,3552
2267,3256,2021-08-17 22:36:53.572251,A,7244
2268,3257,2022-01-29 15:33:53.287996,A,3970
2269,3258,2022-05-09 04:29:55.537506,A,4765
2270,3259,2022-03-21 02:37:33.180163,C,28
2271,3260,2021-06-11 05:57:01.918296,A,6406
2272,3261,2021-11-25 06:25:03.427034,A,4087
2273,3262,2021-07-05 01:12:48.962027,A,5577
2274,3264,2021-10-05 08:58:20.085493,A,2261
2275,3266,2021-07-11 22:59:32.570321,A,1411
2276,3267,2022-01-17 23:12:17.340579,A,7535
2277,3268,2022-01-30 13:48:03.384772,A,6188
2278,3269,2022-01-09 10:14:58.940931,A,4521
2279,3272,2022-01-11 20:31:19.971891,A,5309
2280,3273,2022-01-28 23:03:43.802884,A,4771
2281,3274,2021-06-20 14:19:51.203596,A,3121
2282,3276,2021-10-04 14:37:23.978485,A,2822
2283,3277,2021-07-29 15:16:48.475837,A,5292
2284,3279,2021-11-21 03:12:17.413525,A,371
2285,3283,2021-07-30 20:40:09.456463,C,5721
2286,3284,2021-02-26 09:26:06.376125,A,5618
2287,3285,2021-12-03 17:41:06.507654,C,6145
2288,3286,2021-10-21 15:09:55.899938,B,4845
2289,3288,2021-05-14 08:14:14.720330,A,5267
2290,3289,2021-12-23 01:17:50.003108,A,7297
2291,3290,2021-09-09 13:41:50.510228,A,6499
2292,3292,2022-03-30 12:36:08.532471,B,755
2293,3293,2022-04-17 08:14:14.925162,A,1471
2294,3294,2021-12-20 02:36:30.111150,A,3456
2295,3295,2021-10-12 15:25:09.218328,C,374
2296,3296,2022-01-27 00:33:43.468230,A,4705
2297,3297,2021-08-30 03:29:17.725376,A,5710
2298,3299,2021-03-15 06:12:32.168055,B,7290
2299,3300,2021-11-19 20:24:17.912525,A,3938
2300,3301,2022-01-08 21:35:17.691896,A,6769
2301,3302,2021-12-30 02:38:02.539697,A,6771
2302,3303,2021-08-04 20:22:27.465892,A,5057
2303,3304,2022-02-05 10:20:59.256692,A,6334
2304,3306,2021-12-29 00:49:23.362979,B,6795
2305,3307,2021-06-20 11:03:25.904807,B,7719
2306,3308,2021-09-20 22:39:36.237378,A,5498
2307,3309,2022-03-28 06:45:14.130633,A,7032
2308,3311,2021-04-17 11:23:03.987700,B,4319
2309,3312,2022-01-25 16:26:23.663037,B,5564
2310,3313,2021-10-10 08:05:16.270669,A,7318
2311,3315,2022-01-11 01:00:10.535277,B,7431
2312,3316,2021-10-18 22:56:13.975745,A,5496
2313,3318,2021-12-30 06:02:50.485698,C,4369
2314,3319,2021-11-29 10:44:26.808668,A,1242
2315,3320,2021-02-06 00:39:54.525375,A,7596
2316,3322,2021-05-07 06:03:18.188678,A,2277
2317,3325,2022-03-27 15:20:06.534055,A,3176
2318,3326,2022-03-01 00:29:28.324115,A,1196
2319,3327,2021-07-18 02:13:06.286991,A,6567
2320,3328,2021-12-17 23:38:44.543881,A,6869
2321,3329,2021-09-22 14:28:17.521227,A,6552
2322,3330,2021-09-12 16:40:43.842594,C,5839
2323,3331,2021-12-29 08:19:31.044305,A,4105
2324,3332,2022-04-22 02:14:36.747023,C,3394
2325,3333,2021-06-04 23:31:10.221733,A,1424
2326,3334,2022-02-05 04:40:09.419793,A,3528
2327,3335,2022-02-15 17:58:27.624889,A,6479
2328,3336,2021-12-09 07:43:41.440450,A,6501
2329,3337,2022-02-24 10:36:35.643693,A,6987
2330,3339,2021-06-27 10:36:21.433682,B,1405
2331,3340,2021-11-06 19:35:36.291089,C,7908
2332,3342,2021-07-13 05:55:37.320368,C,7711
2333,3343,2021-04-15 14:18:14.872443,A,5046
2334,3344,2021-06-03 16:46:11.797150,A,4435
2335,3345,2021-11-26 10:44:42.264755,C,5137
2336,3346,2021-10-09 01:58:29.652125,A,4691
2337,3347,2022-02-21 07:13:33.111771,A,5323
2338,3348,2021-10-12 18:20:18.976241,A,7160
2339,3350,2021-11-02 21:10:07.562393,A,5850
2340,3352,2021-04-10 07:04:59.253519,A,7809
2341,3357,2022-04-05 04:06:38.168190,A,7548
2342,3358,2021-10-08 23:49:15.948978,A,5189
2343,3360,2021-06-16 00:35:59.300396,A,1234
2344,3361,2021-10-30 00:37:02.469855,C,1765
2345,3363,2022-04-11 23:51:08.872065,B,6802
2346,3364,2021-09-08 14:23:13.530860,B,6246
2347,3366,2021-03-21 01:06:41.712509,A,6361
2348,3367,2021-07-03 22:05:49.911447,A,5809
2349,3368,2021-11-11 20:29:30.572020,A,6752
2350,3369,2021-11-09 04:06:27.582040,C,956
2351,3371,2021-10-16 17:15:23.607352,B,4878
2352,3372,2022-03-15 13:51:36.114040,A,1068
2353,3374,2021-08-22 15:30:48.479497,A,7666
2354,3375,2022-02-21 10:44:29.412227,A,5060
2355,3377,2021-12-06 11:42:36.257892,C,7325
2356,3378,2021-06-05 14:24:12.843297,C,1310
2357,3382,2021-07-24 07:21:55.680882,C,3350
2358,3384,2021-04-19 07:42:27.224880,A,5778
2359,3385,2021-11-17 15:58:36.787181,A,8043
2360,3386,2021-08-12 05:08:17.081279,B,1289
2361,3387,2021-04-22 03:29:23.271285,C,3416
2362,3388,2022-02-02 05:33:07.579154,A,8073
2363,3389,2021-07-11 04:55:33.021686,A,2886
2364,3390,2022-01-14 05:17:27.371454,A,3313
2365,3392,2021-08-23 09:57:50.143328,A,3269
2366,3393,2021-05-06 20:23:14.350195,A,7078
2367,3394,2022-01-11 02:31:20.455707,A,5227
2368,3395,2021-07-31 19:25:00.863107,A,7547
2369,3397,2022-02-01 15:58:26.626741,C,4382
2370,3398,2021-08-06 19:24:29.253258,A,1971
2371,3399,2022-05-12 06:34:16.056539,A,7995
2372,3400,2021-08-20 23:21:40.343204,A,3645
2373,3401,2021-12-22 23:40:44.060635,A,7530
2374,3403,2021-03-23 17:51:54.321821,A,6356
2375,3406,2021-07-26 21:16:28.275124,A,2998
2376,3407,2021-09-26 02:39:47.687626,A,5001
2377,3409,2021-05-13 19:26:24.030790,B,6566
2378,3410,2022-01-12 18:12:33.160918,A,6029
2379,3411,2022-02-24 18:07:22.742881,B,5484
2380,3412,2021-10-19 11:45:28.268347,C,5871
2381,3414,2021-06-02 15:25:15.299730,A,1499
2382,3415,2021-12-13 07:29:27.333654,A,5025
2383,3416,2021-10-07 20:10:21.076171,C,4276
2384,3417,2022-01-07 14:19:39.347048,A,869
2385,3418,2022-05-11 17:05:33.456556,A,3267
2386,3419,2021-08-16 08:57:18.516604,A,8008
2387,3422,2021-08-31 18:38:25.220581,A,3398
2388,3423,2022-03-26 01:19:46.327977,A,4849
2389,3424,2021-03-26 04:23:25.143426,A,6739
2390,3426,2021-12-07 11:06:53.589528,C,6917
2391,3433,2022-01-15 19:01:35.745135,C,6385
2392,3434,2021-06-25 07:08:13.276626,A,6485
2393,3435,2021-05-20 02:22:41.693835,B,4733
2394,3436,2021-09-24 06:40:41.908217,A,7846
2395,3437,2021-11-09 22:56:22.047120,A,4277
2396,3439,2021-11-01 02:45:01.528075,A,6734
2397,3441,2021-10-31 14:08:44.073029,A,6899
2398,3443,2021-11-15 04:50:46.628896,A,7994
2399,3444,2021-09-26 06:42:49.089841,C,6575
2400,3446,2021-11-27 20:54:47.651679,A,7354
2401,3447,2021-05-09 23:47:28.120761,B,1925
2402,3448,2021-04-09 14:47:48.132781,C,7825
2403,3449,2022-01-29 01:37:32.921687,A,6000
2404,3450,2021-07-03 21:25:17.936892,A,7360
2405,3451,2021-05-27 20:10:18.393145,A,8116
2406,3452,2021-11-12 09:31:01.111878,A,5809
2407,3453,2021-08-30 14:20:16.628421,C,6536
2408,3454,2022-02-24 06:35:55.715317,A,7242
2409,3457,2021-09-23 17:56:51.331966,A,2598
2410,3458,2021-06-19 16:49:35.583348,A,5401
2411,3460,2021-08-31 02:36:44.002837,C,7262
2412,3461,2021-10-27 03:53:36.781293,A,4215
2413,3462,2022-01-16 15:33:54.219701,C,6261
2414,3463,2021-10-01 20:05:37.038027,B,2094
2415,3464,2022-03-31 09:06:52.231204,C,7801
2416,3465,2021-05-20 09:44:09.447361,A,4997
2417,3466,2021-11-04 12:37:06.975826,A,7017
2418,3468,2022-03-06 00:50:17.911959,C,4858
2419,3469,2022-04-07 18:41:43.937030,C,6849
2420,3471,2021-10-11 11:06:35.929314,A,7335
2421,3474,2022-02-20 20:10:25.496145,A,7912
2422,3475,2021-10-16 13:44:37.564607,C,921
2423,3477,2021-11-10 10:10:13.915937,C,4435
2424,3478,2021-05-04 06:37:57.672775,A,2855
2425,3479,2021-05-20 16:55:21.784170,A,5623
2426,3480,2021-06-19 13:29:09.352042,C,1690
2427,3481,2022-02-03 04:59:43.670056,A,7563
2428,3482,2022-05-08 13:00:31.761192,A,6754
2429,3483,2021-10-21 05:44:26.351254,C,3419
2430,3485,2021-10-07 00:38:08.015136,A,2450
2431,3487,2021-09-26 18:14:06.994143,A,5098
2432,3488,2021-09-07 15:58:59.886233,A,6052
2433,3489,2021-03-02 14:05:15.259842,C,6168
2434,3490,2021-07-20 05:13:12.036272,A,2724
2435,3491,2021-04-10 02:15:33.471086,B,7071
2436,3493,2021-07-07 08:54:35.019057,A,7829
2437,3495,2021-04-08 11:26:06.461053,B,5037
2438,3496,2021-09-24 12:27:53.147703,C,5537
2439,3497,2021-03-05 06:06:49.072655,A,5708
2440,3499,2022-02-18 23:16:38.570289,A,5319
2441,3500,2021-08-12 11:42:53.933178,A,6692
2442,3501,2021-05-15 19:17:39.651963,A,2436
2443,3502,2021-11-06 11:17:08.771174,A,7689
2444,3505,2022-04-25 18:09:01.244869,B,7744
2445,3507,2021-12-29 16:21:21.059298,A,6871
2446,3509,2021-09-12 01:58:53.022138,A,8068
2447,3510,2021-08-26 11:11:35.415000,C,6104
2448,3511,2022-04-05 15:29:17.129716,B,5411
2449,3514,2021-08-17 04:46:09.791373,A,6944
2450,3515,2021-05-10 20:33:29.462272,A,813
2451,3517,2022-01-10 10:29:37.390024,A,1536
2452,3518,2021-08-29 00:20:57.552550,A,6693
2453,3522,2022-03-27 17:41:20.340404,A,5410
2454,3523,2022-02-14 18:35:17.183023,A,1506
2455,3524,2022-01-28 00:52:13.739807,C,2217
2456,3526,2021-12-04 09:24:49.088660,C,2184
2457,3529,2021-05-09 03:48:52.170893,A,7567
2458,3530,2022-05-13 22:32:15.504886,A,1096
2459,3531,2022-01-18 03:56:39.399848,A,5918
2460,3532,2021-09-14 01:51:46.855824,A,765
2461,3534,2021-05-24 16:26:20.359483,B,5752
2462,3535,2022-02-21 18:28:36.456162,A,7393
2463,3537,2022-02-11 09:45:51.711897,A,7092
2464,3540,2021-07-08 19:07:49.272619,C,180
2465,3543,2021-12-28 21:22:10.914201,A,6105
2466,3548,2022-05-13 15:57:27.916585,C,6534
2467,3550,2021-07-12 10:03:10.029063,C,4208
2468,3551,2021-08-19 01:16:31.593487,A,3769
2469,3552,2021-12-07 06:48:55.977907,B,1415
2470,3553,2021-12-28 11:10:22.291900,A,2546
2471,3554,2021-04-30 10:58:08.672753,A,6314
2472,3557,2021-09-02 05:50:12.761698,C,3366
2473,3558,2021-08-23 11:24:33.459772,A,1694
2474,3559,2022-01-10 06:28:05.407356,C,3836
2475,3560,2021-11-30 18:27:42.123538,A,7051
2476,3561,2022-03-26 10:44:48.279882,A,7252
2477,3563,2021-06-27 17:05:22.546673,A,7875
2478,3564,2021-10-06 14:00:39.445267,A,7004
2479,3566,2021-08-13 08:30:09.719910,A,7522
2480,3567,2021-08-03 12:54:25.590898,A,5672
2481,3570,2021-09-27 04:29:03.410548,A,3289
2482,3572,2022-03-14 13:35:41.447947,B,7827
2483,3574,2021-04-21 01:15:42.618902,C,7231
2484,3575,2021-10-30 04:52:41.345539,A,7732
2485,3576,2021-09-01 14:12:54.492806,C,37
2486,3577,2022-03-29 09:05:26.015933,A,1690
2487,3580,2022-05-05 12:42:22.914205,A,122
2488,3581,2021-10-23 03:58:58.265985,A,8091
2489,3583,2021-06-17 03:15:33.248434,C,6009
2490,3584,2021-07-03 08:52:54.844667,C,6922
2491,3585,2021-07-29 01:59:48.501721,A,1336
2492,3586,2021-08-16 17:21:07.480064,A,2805
2493,3587,2021-04-17 02:31:37.807504,A,5578
2494,3588,2021-07-03 19:13:33.112245,A,6815
2495,3591,2022-02-04 22:31:25.264654,A,7741
2496,3592,2021-08-13 18:06:46.900773,C,1236
2497,3593,2022-01-30 04:12:26.551426,A,586
2498,3596,2021-09-28 08:20:50.971483,A,1193
2499,3597,2021-05-05 22:42:05.798078,A,1920
2500,3598,2022-01-21 18:58:48.516844,A,6886
2501,3599,2021-08-08 18:43:30.567365,A,1238
2502,3600,2021-11-16 21:54:16.862005,C,7873
2503,3601,2021-07-02 04:46:53.833133,A,5819
2504,3602,2021-08-04 03:48:32.692896,A,7793
2505,3604,2021-12-15 17:02:47.319014,B,4400
2506,3605,2021-05-29 03:16:56.183770,A,1827
2507,3607,2021-11-20 05:30:56.456922,A,6955
2508,3608,2021-11-14 23:51:09.157320,A,4949
2509,3609,2021-12-24 12:57:13.717020,A,2252
2510,3611,2021-05-03 16:25:02.770194,A,6232
2511,3612,2021-11-04 14:42:34.779817,A,7220
2512,3614,2021-06-17 15:05:47.147497,C,1275
2513,3615,2021-05-14 22:10:29.483766,A,6728
2514,3616,2021-05-03 19:14:01.691452,A,4292
2515,3617,2021-05-10 14:27:58.239521,A,7214
2516,3618,2021-09-28 17:05:45.039233,A,2825
2517,3619,2021-11-19 00:28:41.366694,A,6794
2518,3620,2021-09-14 18:07:36.559435,A,6848
2519,3621,2021-08-07 10:57:57.861498,A,4941
2520,3622,2021-10-16 14:27:11.513046,C,5714
2521,3623,2022-03-23 21:13:29.004076,C,420
2522,3624,2022-01-29 15:27:22.022125,A,3900
2523,3625,2021-10-22 13:18:20.539720,A,8037
2524,3626,2022-03-16 04:15:39.725846,A,7899
2525,3627,2021-06-19 10:11:13.323406,A,4872
2526,3628,2021-06-20 10:00:03.068234,A,7484
2527,3629,2021-06-25 09:08:35.685434,A,4629
2528,3630,2021-10-12 16:07:50.728361,A,2489
2529,3631,2021-07-20 06:30:51.420321,C,7418
2530,3632,2022-01-21 15:12:48.664360,A,7082
2531,3634,2021-12-11 06:18:40.324886,A,5466
2532,3641,2021-10-13 15:03:47.350556,C,6766
2533,3642,2022-01-31 04:49:29.569163,A,6709
2534,3643,2021-03-31 12:52:56.075584,A,6943
2535,3644,2021-11-11 17:23:07.824759,B,3320
2536,3646,2021-07-04 16:39:09.753430,A,6120
2537,3647,2021-03-15 11:44:49.058808,C,2467
2538,3648,2021-08-14 07:00:04.620988,A,6312
2539,3649,2021-08-22 19:06:05.100669,A,3059
2540,3650,2021-08-26 02:56:38.330549,A,1015
2541,3651,2021-09-21 17:13:16.100187,A,1813
2542,3653,2021-10-31 07:07:18.073997,A,6963
2543,3655,2021-05-21 16:28:16.257473,A,4238
2544,3656,2021-04-26 07:54:51.958429,B,2895
2545,3657,2021-06-30 03:45:56.682619,A,7606
2546,3658,2021-10-06 21:24:27.708136,A,6754
2547,3663,2022-03-14 08:21:12.044254,A,7918
2548,3665,2021-07-23 00:42:09.119282,A,4998
2549,3668,2022-01-16 10:31:51.594085,A,7418
2550,3669,2021-10-11 11:27:07.602857,A,7606
2551,3670,2022-09-27 10:17:02.065868,B,7586
2552,3672,2021-12-24 09:16:10.983014,C,6000
2553,3674,2021-04-05 08:56:08.300957,C,6086
2554,3675,2022-01-17 18:49:32.439369,C,5781
2555,3676,2022-04-05 06:44:59.719222,C,454
2556,3682,2022-02-24 15:13:33.786082,A,6706
2557,3683,2022-04-15 15:52:19.469220,A,2612
2558,3685,2021-10-10 08:18:45.263745,A,6164
2559,3686,2021-09-16 18:35:59.061152,A,7755
2560,3688,2021-11-06 06:43:07.931701,A,4767
2561,3689,2021-05-29 07:39:55.067971,A,5570
2562,3690,2021-08-14 00:53:34.089069,C,348
2563,3691,2021-11-02 00:00:52.664955,B,5118
2564,3692,2022-02-14 07:22:55.376139,C,6704
2565,3693,2021-12-27 02:37:44.500818,A,390
2566,3694,2021-06-04 12:29:11.515019,A,952
2567,3696,2021-04-28 09:03:29.338883,B,7917
2568,3697,2021-09-20 13:33:04.604647,C,799
2569,3698,2022-03-02 07:47:20.024215,A,2185
2570,3700,2021-07-13 13:59:24.261534,B,55
2571,3701,2022-02-16 18:18:17.384052,C,1001
2572,3702,2021-03-09 05:22:04.693473,B,6412
2573,3704,2021-07-11 18:10:37.496924,A,7534
2574,3705,2021-06-15 21:13:41.605945,A,394
2575,3708,2021-02-19 08:45:09.269486,A,1791
2576,3709,2021-06-23 05:57:00.684394,C,4473
2577,3710,2021-08-02 09:39:55.936932,A,552
2578,3711,2021-05-26 15:34:01.380832,C,822
2579,3712,2021-09-03 06:01:43.840839,A,6764
2580,3713,2021-11-17 22:11:57.874879,A,58
2581,3714,2021-10-04 11:13:11.082922,A,6813
2582,3716,2021-12-09 16:23:26.983911,A,1295
2583,3717,2022-03-18 10:36:32.132189,A,7457
2584,3719,2021-05-30 18:21:02.602637,C,4682
2585,3722,2021-08-17 04:30:27.679832,A,6348
2586,3723,2021-09-07 01:56:09.358533,A,4655
2587,3725,2022-01-22 14:40:28.146322,A,6075
2588,3727,2021-06-01 18:24:07.748659,A,6299
2589,3729,2022-01-09 22:05:54.242923,C,4603
2590,3730,2021-11-06 14:18:44.253629,A,5555
2591,3733,2021-06-14 14:25:16.384380,C,7156
2592,3734,2021-05-13 08:45:11.142388,A,4173
2593,3735,2021-09-15 03:29:08.828273,A,7560
2594,3736,2021-12-13 07:46:42.797946,C,3306
2595,3737,2022-01-05 05:43:37.951430,C,1227
2596,3738,2021-09-10 20:37:13.379045,B,81
2597,3740,2021-04-10 18:30:00.300080,C,6522
2598,3741,2021-06-24 07:12:35.871094,A,6619
2599,3743,2021-07-14 12:31:43.240179,A,3533
2600,3744,2021-10-06 04:28:25.659203,A,7157
2601,3745,2021-03-24 02:09:54.322404,C,7155
2602,3746,2021-10-07 05:40:28.577873,A,5638
2603,3747,2021-11-08 23:10:47.930811,A,2036
2604,3748,2021-06-14 03:57:12.761798,A,306
2605,3752,2021-05-17 02:17:39.483164,A,3222
2606,3753,2021-05-14 16:11:36.430938,A,8016
2607,3754,2021-06-25 00:03:02.571705,A,5234
2608,3756,2021-04-04 00:59:57.883219,A,2932
2609,3757,2021-08-14 09:47:05.916739,C,117
2610,3758,2021-12-28 09:56:49.959387,C,3527
2611,3759,2021-09-20 01:52:56.049286,A,3519
2612,3760,2021-11-10 08:54:51.259484,B,3767
2613,3761,2021-12-17 08:20:15.666496,A,3433
2614,3762,2021-06-12 09:20:07.213748,C,920
2615,3763,2021-12-06 23:11:14.967031,B,5181
2616,3764,2021-02-10 00:43:38.860230,A,1266
2617,3765,2022-03-14 04:58:03.627339,A,3607
2618,3766,2021-11-13 17:31:09.151483,A,8074
2619,3767,2021-02-12 09:42:50.067256,B,5391
2620,3768,2022-02-07 18:56:58.956420,A,6081
2621,3769,2021-12-24 10:23:13.945362,A,301
2622,3770,2021-04-29 15:22:37.990435,A,4185
2623,3771,2021-12-09 05:36:24.902781,C,5916
2624,3772,2021-08-28 04:38:43.367667,B,5887
2625,3773,2021-11-12 19:00:30.977151,A,4782
2626,3774,2022-02-14 16:13:51.832695,A,6900
2627,3775,2021-12-06 15:04:39.925591,C,7218
2628,3777,2022-05-01 14:37:42.236738,C,3823
2629,3779,2021-04-12 11:06:05.127803,A,7243
2630,3783,2021-10-04 03:47:31.195744,A,4387
2631,3784,2021-05-15 18:06:46.276820,B,1725
2632,3785,2021-05-16 19:27:58.392154,C,3392
2633,3786,2022-02-07 18:56:46.386470,A,7073
2634,3788,2021-06-25 08:45:14.464767,B,5793
2635,3789,2021-10-24 13:07:07.878420,A,5349
2636,3791,2021-03-09 11:28:22.660556,B,2121
2637,3793,2021-04-30 02:14:02.164383,A,347
2638,3794,2022-01-01 20:51:20.953937,C,5502
2639,3795,2022-02-12 11:48:29.594522,C,7546
2640,3796,2021-10-19 05:50:28.382297,A,5608
2641,3799,2021-06-01 16:18:58.533010,A,6912
2642,3800,2021-10-20 14:15:10.279553,A,7873
2643,3802,2022-03-10 20:44:47.644993,A,5482
2644,3803,2021-05-29 02:21:49.268536,A,7495
2645,3804,2022-03-27 18:45:17.553268,A,7736
2646,3805,2021-08-05 08:26:54.236968,A,7992
2647,3806,2021-07-13 16:28:58.894392,A,5177
2648,3808,2022-01-19 22:23:28.004114,A,4586
2649,3809,2022-03-22 05:16:45.920622,A,7730
2650,3810,2021-11-17 22:28:24.412612,A,7481
2651,3811,2021-12-31 12:57:20.307900,C,7851
2652,3812,2021-09-03 06:54:13.220160,A,5706
2653,3814,2021-08-23 12:08:29.301970,B,5933
2654,3815,2021-08-02 20:56:02.533119,A,6169
2655,3817,2022-04-28 04:59:39.319643,A,8070
2656,3818,2022-01-15 08:59:59.399595,A,696
2657,3819,2022-01-03 02:45:58.388139,B,6326
2658,3821,2021-07-19 12:12:55.813979,A,6108
2659,3823,2021-10-19 18:14:25.948360,A,4350
2660,3824,2021-12-21 10:50:40.807850,A,7285
2661,3828,2021-04-14 16:12:04.632021,A,6004
2662,3830,2021-08-02 20:22:37.309335,C,4908
2663,3833,2022-02-21 04:25:57.845263,A,6066
2664,3834,2021-10-25 04:23:01.683983,C,1331
2665,3835,2022-02-24 21:50:34.645968,A,7882
2666,3836,2021-07-24 08:57:08.405391,A,3407
2667,3838,2022-01-12 08:05:01.362176,A,1894
2668,3839,2021-06-14 05:20:43.570109,A,6219
2669,3840,2021-05-12 21:57:00.211208,A,6324
2670,3843,2021-11-19 13:35:07.562624,A,4545
2671,3845,2022-01-14 21:34:22.507558,A,6492
2672,3847,2021-03-17 07:43:27.071503,A,2151
2673,3848,2021-10-24 13:15:49.149580,A,4758
2674,3849,2022-01-06 18:15:56.575777,C,7346
2675,3850,2022-05-26 14:22:01.292134,A,5915
2676,3851,2021-09-19 01:00:15.784790,A,5009
2677,3855,2021-12-13 23:26:12.234424,A,2409
2678,3856,2021-05-30 00:23:57.076964,A,5492
2679,3860,2022-01-28 01:55:52.733280,B,3678
2680,3861,2021-04-29 10:09:16.910581,B,2284
2681,3862,2021-09-10 20:40:31.143440,A,3228
2682,3863,2021-07-24 04:31:29.168459,A,6263
2683,3865,2021-08-19 14:14:42.945563,C,5106
2684,3866,2021-08-04 01:40:55.024426,C,5063
2685,3867,2021-03-01 23:15:15.783973,A,2901
2686,3868,2022-01-27 03:20:11.000725,A,5761
2687,3869,2021-07-23 22:58:46.760220,C,2703
2688,3870,2021-12-21 14:16:20.484374,C,5903
2689,3871,2021-08-14 11:17:04.901530,A,7851
2690,3873,2021-06-02 13:46:22.973732,A,7566
2691,3874,2021-11-07 12:06:23.763347,B,5186
2692,3876,2022-02-27 07:58:57.842040,A,5583
2693,3879,2021-09-04 12:58:24.195262,B,3201
2694,3882,2021-05-08 16:42:44.532022,A,6170
2695,3883,2022-03-15 23:43:50.701818,C,5385
2696,3884,2022-02-27 23:50:12.289195,A,6937
2697,3888,2022-01-06 03:27:10.859120,A,69
2698,3891,2021-12-20 11:53:44.208724,B,4415
2699,3894,2021-02-17 20:08:08.374153,B,8074
2700,3895,2021-07-19 12:19:49.221908,C,5589
2701,3897,2021-03-31 12:10:13.149867,A,4944
2702,3900,2021-08-07 18:10:11.617210,A,3597
2703,3901,2021-05-18 07:58:22.304005,A,5748
2704,3902,2021-12-17 17:05:56.871348,A,6200
2705,3903,2022-02-07 09:30:16.372160,A,7551
2706,3904,2021-03-06 20:09:51.360020,A,1581
2707,3906,2021-12-19 21:13:57.637306,A,6980
2708,3907,2021-11-10 16:12:35.905894,A,5535
2709,3909,2021-07-06 16:17:11.193030,A,7251
2710,3910,2021-06-17 17:53:46.828253,C,2882
2711,3912,2021-10-22 17:01:47.278727,A,971
2712,3913,2021-10-30 23:53:41.344169,A,6199
2713,3915,2021-11-22 02:59:46.214603,C,7008
2714,3916,2021-09-10 06:45:01.012753,A,1033
2715,3918,2022-03-08 04:46:29.490453,A,5153
2716,3919,2021-05-16 04:35:17.902777,A,8001
2717,3920,2021-10-11 04:39:52.247631,C,6454
2718,3921,2021-10-24 20:30:48.407563,B,2442
2719,3922,2021-08-20 20:36:20.496673,A,7182
2720,3923,2022-01-08 14:51:48.424775,C,6407
2721,3924,2021-06-21 09:28:11.216896,A,6907
2722,3925,2021-12-10 10:52:44.480114,A,6576
2723,3926,2022-02-02 04:26:29.027506,A,3605
2724,3927,2022-10-04 20:09:00.891204,C,3441
2725,3930,2021-12-10 12:37:56.318410,C,7263
2726,3931,2021-06-09 10:48:17.437084,A,807
2727,3932,2021-06-02 20:53:49.922894,A,5756
2728,3933,2021-12-17 08:08:08.361212,A,4472
2729,3934,2021-07-21 07:40:20.371278,A,5076
2730,3935,2021-06-09 12:32:45.659532,A,6373
2731,3937,2021-06-28 20:31:10.323000,B,939
2732,3938,2021-12-15 22:31:23.074321,C,3285
2733,3939,2021-12-28 02:15:29.962909,A,1651
2734,3940,2021-07-22 02:52:10.282578,A,7808
2735,3941,2021-07-02 23:44:01.312035,C,4210
2736,3942,2021-11-24 17:21:08.532523,A,6681
2737,3943,2021-05-30 16:58:58.129683,C,4952
2738,3944,2022-02-07 05:48:46.692043,A,7967
2739,3945,2021-08-05 07:08:25.701280,A,7306
2740,3946,2021-11-19 13:34:32.187563,A,6102
2741,3947,2021-09-28 06:58:22.894003,A,8080
2742,3948,2022-11-17 18:35:38.833142,A,374
2743,3949,2021-10-02 11:20:42.827338,A,2449
2744,3950,2021-05-26 13:56:56.328730,A,5570
2745,3951,2022-03-17 00:21:05.469422,A,5339
2746,3952,2021-06-04 11:30:05.081059,C,1898
2747,3953,2022-02-09 23:08:58.675371,C,7859
2748,3954,2021-08-16 02:38:59.827620,A,6594
2749,3955,2022-03-28 19:41:37.132721,C,2494
2750,3956,2022-02-06 16:45:34.250956,A,1725
2751,3959,2021-09-20 15:11:18.053322,A,5408
2752,3960,2021-11-02 08:44:08.946096,A,1500
2753,3961,2021-12-21 08:21:43.550229,C,7925
2754,3963,2021-12-09 10:25:43.096826,C,2296
2755,3964,2021-07-15 06:15:51.806171,A,450
2756,3965,2022-02-15 12:38:58.468610,B,7090
2757,3966,2021-05-09 23:04:37.544280,A,8100
2758,3967,2021-07-29 15:26:27.512488,A,6083
2759,3968,2021-06-26 18:34:47.335904,A,4113
2760,3969,2021-06-19 02:13:12.171605,A,1331
2761,3973,2021-12-16 23:57:05.421258,B,2825
2762,3975,2022-07-13 04:19:07.532733,A,1881
2763,3976,2021-03-15 17:08:44.873792,A,7593
2764,3978,2021-11-26 23:02:34.758885,A,5305
2765,3979,2021-12-01 15:47:14.840904,A,7733
2766,3980,2022-01-23 21:27:42.983257,A,6316
2767,3981,2022-02-21 09:42:17.235730,A,8092
2768,3982,2021-06-19 13:18:01.385169,C,5523
2769,3983,2021-07-10 05:31:49.119768,A,7638
2770,3984,2022-01-09 15:54:17.202332,C,5436
