CaseMasterID,OccuranceFromDate,OccuranceToDate,latitude,longitude
1099,2021-09-26 14:56:51.517669,2021-09-26 17:54:54.493718,,
1100,2021-12-04 10:58:38.222405,,17.837541,77.491964
1101,2021-12-31 01:21:21.210041,2021-12-31 02:40:46.854952,15.297584,75.227775
1102,2021-04-14 05:40:02.428202,2021-04-14 07:18:54.154820,,
1103,2021-02-05 01:55:45.061127,2021-02-05 02:31:07.145758,12.942667,77.614392
1104,2021-10-12 12:06:46.318273,2021-10-12 13:12:48.944570,13.333859,75.71314
1105,2021-05-26 12:41:01.785007,,,
1106,2021-05-30 11:23:53.092691,2021-05-30 12:07:14.616609,15.411576,75.037069
1107,2021-05-09 18:58:03.281611,2021-05-09 20:18:37.981478,,
1108,2021-06-17 02:14:27.675631,,17.447909,76.681939
1109,2021-05-06 11:20:30.406377,2021-05-06 11:57:06.101800,,
1110,2021-11-05 10:29:35.858922,2021-11-05 11:45:19.354337,12.902906,77.642664
1111,2021-03-24 01:30:20.559205,2021-03-24 05:04:28.748380,12.220637,76.40064
1112,2021-01-10 05:42:14.160420,2021-01-10 06:15:30.373800,15.32887,75.116274
1113,2021-03-27 06:37:59.473102,,12.858603,77.739116
1114,2021-08-03 14:05:04.287670,2021-08-03 15:32:43.890216,13.038842,77.78448
1115,2021-04-27 11:30:28.844775,2021-04-27 11:33:30.896396,13.055026,77.674826
1116,2021-12-15 12:02:49.894963,,15.081652,76.813137
1117,2021-06-16 12:36:00.952789,2021-06-16 13:53:58.268183,14.670181,74.237372
1118,2021-06-02 13:17:45.639617,2021-06-02 13:27:56.865857,13.178344,75.527709
1119,2021-03-25 13:36:08.949993,,15.351212,76.3063
1120,2021-04-01 07:34:32.436308,2021-04-01 09:34:32.436308,,
1121,2021-04-23 17:50:07.938300,2021-04-23 18:58:06.462753,12.248888,76.650601
1122,2021-11-09 09:37:46.469885,2021-11-09 09:50:07.818792,13.194718,77.572817
1123,2021-02-04 23:16:02.963631,2021-02-05 00:47:07.147007,15.375318,75.002428
1124,2021-12-04 15:09:13.036014,2021-12-04 16:30:59.151161,,
1125,2021-03-12 06:31:12.263609,2021-03-12 07:53:01.851799,12.317891,75.656145
1126,2021-04-15 06:38:49.865260,2021-04-15 14:08:16.925898,12.85688,77.632378
1127,2021-03-15 23:05:00.529984,2021-03-15 23:21:22.796114,14.253929,76.170064
1128,2021-05-17 15:49:16.088508,2021-05-17 21:22:21.398359,17.811281,77.624253
1129,2021-04-21 00:39:56.826755,2021-04-21 04:41:40.169181,13.070668,77.598222
1130,2021-03-19 17:47:37.420533,2021-03-19 18:34:13.744734,,
1131,2021-02-09 06:41:26.064043,2021-02-09 07:35:08.358843,14.568237,76.104133
1132,2021-09-10 14:23:45.794279,2021-09-10 15:10:27.294986,13.054863,77.723037
1133,2021-04-04 14:42:03.133195,2021-04-04 15:21:01.637783,,
1134,2021-01-23 18:37:25.834576,2021-01-23 21:06:30.887021,12.195682,76.657153
1135,2021-10-30 11:52:33.310614,2021-10-30 13:10:01.758144,16.756701,77.133158
1136,2021-12-25 06:37:25.635326,2021-12-25 07:11:39.211884,,
1137,2021-04-18 10:50:58.695866,,12.689704,77.400935
1138,2021-01-22 15:01:47.603496,,12.06247,76.511562
1139,2021-07-11 22:41:35.696939,2021-07-12 00:07:02.816564,12.613009,76.795305
1140,2021-08-02 12:26:31.420806,2021-08-02 14:26:31.420806,12.855953,77.498515
1141,2021-07-21 08:46:18.294994,2021-07-21 08:57:25.206027,15.258151,76.909065
1142,2021-08-10 12:19:17.292802,2021-08-10 14:13:29.169056,13.022746,77.550159
1143,2021-06-17 11:38:48.801761,2021-06-17 12:55:18.873559,18.089489,77.607347
1144,2021-09-19 10:48:11.233759,2021-09-19 12:46:09.245149,17.237417,76.89223
1145,2021-06-17 21:36:35.441652,2021-06-17 22:14:50.222337,15.484347,75.692893
1146,2021-05-20 13:58:05.698674,2021-05-20 14:22:14.750769,15.468632,75.104115
1147,2021-03-30 11:15:02.290185,2021-03-30 18:12:11.791943,15.297193,75.116996
1148,2021-05-06 02:25:06.947249,2021-05-06 04:03:59.746928,12.826653,77.275717
1149,2021-04-17 13:40:15.123211,2021-04-17 14:44:10.362601,12.901682,75.157059
1150,2021-07-08 07:18:06.541622,2021-07-08 08:49:55.185945,12.956852,77.52805
1151,2021-03-02 17:35:58.239400,2021-03-02 21:00:51.756003,16.148192,75.885333
1152,2021-07-22 23:07:41.584792,2021-07-23 00:32:15.449628,16.146118,75.615067
1153,2021-10-18 00:24:45.116298,2021-10-18 00:24:48.195151,12.915513,77.582903
1154,2021-09-14 06:28:47.155140,,13.265111,77.036472
1155,2021-03-25 17:24:57.645462,2021-03-25 17:59:56.531264,13.054669,78.198335
1156,2021-05-01 16:19:11.193536,2021-05-01 16:27:01.506805,13.02929,77.475377
1157,2021-02-09 04:21:42.071559,2021-02-09 04:45:13.624352,12.777609,74.865458
1158,2021-02-26 06:53:18.902792,,12.950061,77.509462
1159,2021-11-30 12:19:37.829779,2021-11-30 12:59:15.448455,13.100614,76.140105
1160,2021-10-11 06:42:00.948767,,12.303086,76.490044
1161,2021-11-10 06:40:08.325288,2021-11-10 08:40:08.325288,16.964966,77.126853
1162,2021-04-15 08:27:36.726939,2021-04-15 10:27:36.726939,16.190305,77.451516
1163,2021-01-11 13:22:44.361546,2021-01-11 13:34:29.575333,12.933571,77.614771
1164,2021-08-16 06:48:15.695111,,13.005157,77.526805
1165,2021-04-09 00:45:02.556534,,,
1166,2021-03-25 15:40:15.189488,2021-03-25 18:36:40.817514,13.200146,77.164272
1167,2021-06-18 02:29:33.869551,2021-06-18 04:46:33.262036,,
1168,2021-06-13 10:26:23.556854,2021-06-13 16:09:12.710208,,
1169,2021-02-28 16:24:23.963191,,12.821783,74.862795
1170,2021-03-15 02:00:57.466066,2021-03-15 04:06:53.773051,15.137132,76.857783
1171,2021-09-19 16:25:47.213770,2021-09-19 23:04:15.921556,17.322206,77.023664
1172,2021-08-06 15:10:12.512330,2021-08-06 15:23:54.271520,17.221503,76.560572
1173,2021-12-04 07:49:43.566136,,13.008703,78.146788
1174,2021-05-29 09:37:28.558784,2021-05-29 11:37:28.558784,13.055281,77.778142
1175,2021-04-10 19:14:05.491137,2021-04-10 20:38:10.416129,14.854338,74.321194
1176,2021-01-14 09:16:48.602523,,,
1177,2021-06-04 06:17:44.234172,2021-06-04 07:23:49.556158,,
1178,2021-12-01 11:25:54.322578,,13.269613,75.941854
1179,2021-09-01 11:12:05.476428,,13.005979,77.632303
1180,2021-09-07 10:11:26.114132,2021-09-07 10:36:03.816806,,
1181,2021-07-03 06:10:20.872157,2021-07-03 08:55:03.254881,,
1182,2021-04-11 08:08:25.451765,2021-04-11 08:22:37.837914,12.327036,76.792378
1183,2021-07-24 03:37:17.908091,,12.909983,75.034799
1184,2021-01-28 01:24:02.096828,2021-01-28 01:29:24.364086,13.03832,77.38184
1185,2021-07-03 23:17:50.848346,,13.019256,77.769141
1186,2021-01-09 08:32:25.979667,2021-01-09 09:31:37.318138,,
1187,2021-05-15 09:22:23.206432,2021-05-15 10:05:15.780331,13.010191,77.548863
1188,2021-12-15 11:05:52.999204,,15.971977,74.477681
1189,2021-05-18 03:46:56.305163,2021-05-18 05:37:22.758990,,
1190,2021-09-01 05:26:39.080207,2021-09-01 05:28:46.982927,12.972248,77.487743
1191,2021-07-02 20:06:04.817827,2021-07-02 20:58:47.061573,16.785455,77.160374
1192,2021-04-02 14:35:04.784925,2021-04-02 16:35:04.784925,16.893449,75.599238
1193,2021-03-02 08:47:35.764027,2021-03-02 10:25:28.799502,13.380387,74.776718
1194,2021-08-03 17:29:08.821443,2021-08-03 20:35:08.403866,14.652911,76.020313
1195,2021-02-27 10:13:50.008936,2021-02-27 12:13:50.008936,12.85536,77.647057
1196,2021-06-19 00:51:10.210989,2021-06-19 00:57:17.155655,15.886785,74.4677
1197,2021-04-26 12:38:17.819776,2021-04-26 15:12:48.709639,12.278429,76.489766
1198,2021-08-11 20:22:15.597572,2021-08-11 21:38:24.110130,,
1199,2021-04-11 06:23:25.332923,2021-04-11 07:40:34.623732,,
1200,2021-04-08 06:26:46.034434,,13.076151,77.472619
1201,2021-01-07 03:59:16.263673,2021-01-07 04:02:10.841996,13.131242,76.087523
1202,2021-06-03 00:37:16.253495,2021-06-03 01:21:32.099035,,
1203,2021-03-14 02:21:36.267778,2021-03-14 05:32:41.294026,12.961219,77.657523
1204,2021-11-15 10:08:24.748227,,12.88752,77.58646
1205,2021-06-01 14:08:13.439081,2021-06-01 14:28:55.701514,16.898501,75.67348
1206,2021-12-09 09:46:32.599993,2021-12-09 10:23:23.684637,14.000442,75.695149
1207,2021-11-07 05:30:54.177864,2021-11-07 07:30:54.177864,16.919586,76.902051
1208,2021-05-27 06:10:39.994456,2021-05-27 08:52:34.639182,13.025115,77.608215
1209,2021-01-19 21:43:11.709932,,13.139543,77.720049
1210,2021-09-15 06:11:31.108061,2021-09-15 06:11:59.705706,12.904065,77.42515
1211,2021-12-21 21:10:14.229020,2021-12-22 00:03:30.334064,13.010279,77.686298
1212,2021-12-06 06:13:29.037680,2021-12-06 06:23:56.820953,15.491993,75.08206
1213,2021-03-25 00:03:46.501958,2021-03-25 00:14:03.549188,14.513637,75.97496
1214,2021-05-06 00:57:49.075396,2021-05-06 06:09:25.835150,12.227345,76.726401
1215,2021-05-02 10:57:42.706147,,,
1216,2021-03-18 08:51:09.444410,2021-03-18 09:01:53.152090,12.966559,77.608066
1217,2021-01-17 16:37:41.392627,2021-01-17 18:25:52.340669,12.700605,77.220399
1218,2021-05-27 00:36:26.561367,,13.968941,75.561727
1219,2021-07-13 00:08:25.503981,2021-07-13 01:11:13.378761,13.365468,75.766246
1220,2021-11-05 10:50:43.990883,2021-11-05 11:20:46.443439,,
1221,2021-02-13 03:44:11.616159,2021-02-13 04:19:36.445955,,
1222,2021-09-30 10:35:49.239136,,13.133952,77.764816
1223,2021-07-21 08:25:32.894425,2021-07-21 10:28:15.907857,13.452531,74.713961
1224,2021-05-21 01:59:09.880175,2021-05-21 02:27:00.376795,12.935771,77.597692
1225,2021-09-21 23:23:35.760452,2021-09-22 00:33:58.732687,15.518541,75.580516
1226,2021-09-25 14:45:47.782092,2021-09-25 15:29:13.572879,12.896931,75.268023
1227,2021-02-11 11:40:36.578860,2021-02-11 13:40:36.578860,13.036946,74.946515
1228,2021-02-07 09:42:31.264165,2021-02-07 10:42:40.862111,12.287861,76.697973
1229,2021-03-21 02:28:15.542023,,,
1230,2021-05-02 01:52:17.698460,2021-05-02 03:59:49.546527,13.062032,77.478085
1231,2021-05-09 22:28:12.131487,2021-05-09 23:08:55.232018,13.796155,75.502879
1232,2021-11-13 13:06:36.172664,2021-11-13 14:20:46.691495,,
1233,2021-10-10 13:54:15.704220,,,
1234,2021-12-18 11:54:22.290419,,17.4705,76.766466
1235,2021-02-02 04:17:56.999008,2021-02-02 06:17:56.999008,,
1236,2021-08-18 11:17:02.581642,2021-08-18 11:20:51.877389,14.47341,75.905181
1237,2021-01-28 00:59:17.527281,,12.970884,76.302597
1238,2021-02-28 21:07:01.752573,2021-02-28 21:23:39.646523,14.731759,75.431373
1239,2021-08-13 16:28:42.383890,2021-08-13 17:07:52.296933,17.273401,76.680851
1240,2021-02-07 02:28:11.099371,,16.109517,75.71356
1241,2021-06-21 20:29:32.815025,,,
1242,2021-09-12 17:38:02.140292,2021-09-12 17:50:08.527353,,
1243,2021-07-24 04:20:49.643652,,13.377583,77.090773
1244,2021-01-22 13:16:29.910159,2021-01-22 14:18:38.225831,12.142068,76.677857
1245,2021-10-02 11:02:02.021257,2021-10-02 14:18:26.618714,13.014032,77.705695
1246,2021-04-18 12:17:23.365880,,12.955902,77.60464
1247,2021-11-04 04:03:37.483717,2021-11-04 04:15:43.957207,,
1248,2021-03-01 20:45:53.199875,2021-03-01 21:00:33.539848,13.393152,76.991282
1249,2021-10-02 04:48:44.692068,2021-10-02 09:24:31.820876,,
1250,2021-12-12 15:32:11.633983,2021-12-12 17:56:19.168331,13.254487,75.818717
1251,2021-02-18 23:58:13.700032,2021-02-19 00:13:26.816436,16.897576,75.814377
1252,2021-06-15 14:46:02.824118,2021-06-15 16:12:05.902970,13.779619,75.736475
1253,2021-04-20 10:18:42.724742,2021-04-20 11:46:51.111525,16.640416,75.807127
1254,2021-06-21 12:35:42.621947,,,
1255,2021-12-31 16:37:39.167803,2021-12-31 18:37:39.167803,15.321056,75.111476
1256,2021-05-17 14:57:15.535941,2021-05-17 18:13:57.519110,,
1257,2021-07-30 14:20:56.296694,2021-07-30 15:47:53.503047,,
1258,2021-05-19 19:35:24.472815,2021-05-19 20:23:04.803490,,
1259,2021-11-07 02:41:46.333825,2021-11-07 05:22:05.693280,15.33213,75.054535
1260,2021-12-09 09:39:37.633194,2021-12-09 09:49:39.031308,12.933513,77.541925
1261,2021-12-31 06:04:45.592081,2021-12-31 08:04:45.592081,12.978448,77.625272
1262,2021-07-26 09:02:08.589664,,12.274127,76.707087
1263,2021-08-10 14:13:49.371967,2021-08-10 17:19:00.332848,17.318644,76.864644
1264,2021-06-26 14:09:00.946622,2021-06-26 14:53:43.372343,,
1265,2021-06-24 14:47:51.577699,,12.502354,76.916539
1266,2021-02-04 01:55:57.623582,,16.892636,75.734113
1267,2021-02-16 09:00:01.806721,2021-02-16 10:38:45.886923,,
1268,2021-02-22 02:28:35.796294,2021-02-22 03:12:54.158080,16.152683,77.461772
1269,2021-08-09 04:36:24.645775,2021-08-09 05:23:38.039402,12.343247,76.475457
1270,2021-12-05 02:47:14.586551,,,
1271,2021-10-19 12:13:58.851072,2021-10-19 16:02:20.853640,,
1272,2021-12-12 10:02:50.705299,,,
1273,2021-03-16 10:39:45.821583,2021-03-16 16:02:23.555520,16.186956,75.616026
1274,2021-03-13 03:14:52.952910,,12.930904,77.501534
1275,2021-03-21 14:15:59.812431,2021-03-21 14:27:56.039353,,
1276,2021-01-19 23:27:53.277505,2021-01-20 01:00:15.409591,16.182549,75.63299
1277,2021-12-15 14:29:42.268409,2021-12-15 18:45:01.470581,,
1278,2021-03-19 08:47:25.595735,2021-03-19 10:40:39.552019,13.430131,77.052941
1279,2021-06-15 13:14:17.874441,,13.114281,77.691831
1280,2021-04-03 12:48:15.792373,,12.82769,74.880187
1281,2021-04-29 03:11:15.608008,2021-04-29 07:22:41.951094,13.118636,77.70701
1282,2021-04-27 05:51:06.815938,2021-04-27 07:17:36.248717,15.275458,76.43389
1283,2021-11-14 00:40:11.339890,,13.468074,77.11561
1284,2021-04-04 00:53:01.305314,,12.893996,77.619479
1285,2021-11-10 14:25:17.777362,2021-11-10 16:25:17.777362,14.419642,75.8715
1286,2021-06-04 01:36:37.426940,,13.03248,77.520162
1287,2021-10-16 07:57:25.963493,2021-10-16 09:23:57.033437,12.424731,76.731627
1288,2021-05-26 02:57:46.978791,2021-05-26 04:07:42.023074,,
1289,2021-02-18 03:55:41.109481,2021-02-18 04:43:44.933792,,
1290,2021-10-25 14:24:29.594269,,,
1291,2021-10-10 09:12:47.156169,2021-10-10 09:46:28.893292,15.822511,74.496099
1292,2021-01-09 06:06:26.859094,2021-01-09 08:53:36.699858,12.962882,77.66123
1293,2021-11-05 17:37:48.878272,,16.022123,74.414441
1294,2021-07-30 11:01:09.720834,,12.843222,74.826882
1295,2021-03-06 16:42:36.510005,,17.942457,77.528787
1296,2021-06-25 12:54:15.157708,2021-06-25 13:10:57.032022,17.307903,77.023209
1297,2021-02-27 01:42:12.628173,2021-02-27 07:05:27.291383,13.427475,76.920166
1298,2021-12-20 04:03:15.364405,2021-12-20 05:16:02.734332,12.771609,75.936042
1299,2021-06-29 11:24:52.587538,2021-06-29 12:05:27.043369,17.229673,76.848477
1300,2021-08-01 11:52:21.697101,2021-08-01 13:39:33.291748,,
1301,2021-05-02 07:37:03.884509,2021-05-02 08:09:18.045274,13.076562,75.236775
1302,2021-05-05 08:12:10.070336,2021-05-05 15:52:32.939135,12.961316,77.528824
1303,2021-06-25 09:42:51.915853,2021-06-25 09:49:59.268070,15.457592,74.998454
1304,2021-05-01 11:33:08.170329,2021-05-01 11:47:07.583486,15.434538,75.121579
1305,2021-09-02 00:39:17.771265,2021-09-02 01:16:26.377834,12.996829,77.558018
1306,2021-10-01 13:21:41.462101,2021-10-01 15:12:04.654503,,
1307,2021-11-03 13:36:38.709943,2021-11-03 14:46:42.633866,12.447277,76.892632
1308,2021-07-23 07:14:26.327443,,14.116814,76.365373
1309,2021-10-01 00:50:45.177668,,12.279308,76.717152
1310,2021-03-17 16:55:27.969825,2021-03-17 17:42:11.303264,13.358475,77.127631
1311,2021-03-17 23:42:35.954477,2021-03-18 01:11:10.049455,15.800475,74.498601
1312,2021-12-17 19:21:12.142929,,13.739998,75.492739
1313,2021-04-22 00:15:35.930366,2021-04-22 02:13:23.655190,12.341045,76.773668
1314,2021-05-16 05:36:14.163987,2021-05-16 07:36:14.163987,13.03876,77.649363
1315,2021-03-30 15:01:30.133553,2021-03-30 16:01:32.090958,12.992174,74.888552
1316,2021-02-09 17:11:26.261981,,16.247785,75.702947
1317,2021-06-23 17:30:31.818637,2021-06-23 18:19:04.529153,13.153422,77.580249
1318,2021-07-28 07:31:53.373401,,13.03007,75.159855
1319,2021-11-25 02:31:30.926444,2021-11-25 05:23:26.111625,14.903301,74.059578
1320,2021-11-08 13:55:42.714785,2021-11-08 14:10:57.693491,12.812368,77.492976
1321,2021-04-23 11:48:18.313782,2021-04-23 13:48:18.313782,16.843687,75.50662
1322,2021-05-01 21:27:52.629203,,13.069654,77.656831
1323,2021-02-23 10:32:19.488602,,12.31682,76.616954
1324,2020-12-31 12:06:00.139125,2020-12-31 12:27:42.291840,13.128447,76.130745
1325,2021-02-20 09:08:39.291606,,,
1326,2021-11-28 11:28:09.799050,2021-11-28 11:57:42.157235,,
1327,2021-07-19 19:24:28.271323,2021-07-19 20:19:33.464300,16.951021,76.96392
1328,2021-08-29 09:42:39.786812,,16.058937,77.365591
1329,2021-05-20 12:13:38.054503,,11.947854,77.058249
1330,2021-01-21 18:31:42.974529,2021-01-21 22:25:49.471753,17.399204,76.746241
1331,2021-08-28 12:46:50.609459,2021-08-28 12:47:49.739120,13.00685,77.404368
1332,2021-10-13 16:52:45.972031,2021-10-13 17:41:48.932415,12.708947,77.217633
1333,2021-09-09 15:15:31.650410,2021-09-09 17:24:20.898363,13.01434,77.577142
1334,2021-08-09 08:31:10.661819,,15.703166,74.385155
1335,2021-02-16 09:38:46.583543,,12.888392,74.794371
1336,2021-02-03 18:53:50.363008,2021-02-03 19:32:27.693259,12.535182,76.847366
1337,2021-12-15 08:46:25.662026,,13.023916,77.632603
1338,2021-10-20 02:09:17.480079,2021-10-20 04:00:05.397908,12.25507,76.658727
1339,2021-12-22 16:51:03.850584,,15.878287,74.359532
1340,2021-10-12 00:56:18.081921,2021-10-12 01:57:19.278548,13.100811,77.659153
1341,2021-02-08 02:03:26.227655,2021-02-08 05:16:48.123831,15.830057,74.581057
1342,2021-05-08 02:07:42.290603,,17.121535,76.998332
1343,2021-02-16 12:17:46.276117,,12.810045,77.221396
1344,2021-10-16 20:05:10.765152,2021-10-17 01:21:07.172025,15.78152,74.381037
1345,2021-11-26 13:46:24.848495,2021-11-26 19:37:50.871432,,
1346,2021-06-14 00:08:08.132135,2021-06-14 07:53:25.530147,,
1347,2021-08-26 08:12:25.534238,2021-08-26 08:19:28.024109,14.756385,75.421553
1348,2021-11-06 09:27:37.809409,2021-11-06 10:11:28.839470,13.134928,74.760754
1349,2021-08-10 00:59:15.527917,2021-08-10 01:19:04.091120,13.069239,74.929986
1350,2021-10-07 17:50:01.745453,2021-10-07 19:06:26.260610,15.824668,74.448015
1351,2021-11-23 08:13:18.070160,2021-11-23 10:13:18.070160,12.909712,75.100884
1352,2021-08-17 03:38:51.010109,2021-08-17 05:34:35.604002,12.969823,77.566298
1353,2021-09-17 00:20:29.278054,2021-09-17 00:54:23.526748,15.39757,74.962398
1354,2021-08-06 07:25:48.645227,,13.333535,77.134688
1355,2021-04-17 10:25:11.818406,,,
1356,2021-08-04 10:55:59.237915,,12.996323,77.609609
1357,2021-09-22 15:57:32.915097,2021-09-22 16:28:56.141006,16.289447,77.384339
1358,2021-12-15 09:53:47.457533,2021-12-15 10:49:10.814289,,
1359,2021-11-13 01:46:39.855237,2021-11-13 05:44:35.929306,17.877877,77.609618
1360,2021-12-01 19:40:29.136325,,13.402285,77.182576
1361,2021-10-02 00:12:05.487388,2021-10-02 04:07:17.563105,13.259886,78.059041
1362,2021-08-14 16:14:50.529651,,15.847322,74.457613
1363,2021-07-17 11:08:00.506200,,13.322839,77.204464
1364,2021-05-10 04:09:55.318171,,13.191102,77.565589
1365,2021-07-03 10:56:16.713804,,15.170315,77.040832
1366,2021-11-25 12:09:17.408215,2021-11-25 14:45:03.654898,16.693502,75.687473
1367,2021-05-20 12:59:13.926614,2021-05-20 13:42:53.904606,13.347778,77.11777
1368,2021-08-01 18:00:49.436292,2021-08-01 19:28:47.035541,16.155528,77.435495
1369,2021-12-16 05:58:59.944947,2021-12-16 06:14:49.371065,12.38405,76.789309
1370,2021-12-05 04:44:37.277264,2021-12-05 08:00:54.416231,12.904377,74.968462
1371,2021-09-01 10:22:32.855868,,15.19141,75.144041
1372,2021-05-31 17:23:00.758012,2021-05-31 17:30:13.802725,,
1373,2021-03-13 08:07:29.010717,,17.468276,76.65301
1374,2021-10-05 16:19:13.051678,2021-10-05 16:48:30.821320,12.966873,75.150638
1375,2021-10-02 04:28:51.394924,2021-10-02 04:47:36.730866,,
1376,2021-06-25 10:30:06.274413,2021-06-25 11:26:49.273908,12.990371,77.578194
1377,2021-04-16 06:38:35.568557,2021-04-16 08:38:35.568557,12.240999,76.678531
1378,2021-05-24 20:20:02.047479,2021-05-24 21:26:48.463970,13.297572,77.084038
1379,2021-09-09 04:03:51.057201,,12.867069,77.605755
1380,2021-04-26 12:13:52.558825,,16.09303,77.420436
1381,2021-06-14 23:29:12.124662,2021-06-15 00:16:00.490673,13.238008,76.9404
1382,2021-10-25 03:01:00.411356,2021-10-25 03:36:47.777505,,
1383,2021-07-30 23:53:46.428381,2021-07-31 03:19:01.052861,16.204213,75.732721
1384,2021-01-04 09:39:46.616924,2021-01-04 09:42:46.192384,13.059356,77.705461
1385,2021-02-26 22:09:36.645390,,16.275875,77.278101
1386,2021-04-23 17:06:52.273828,2021-04-23 21:55:07.040436,,
1387,2021-09-15 05:22:34.576252,2021-09-15 05:49:50.725751,12.834723,77.465589
1388,2021-10-23 04:21:12.978853,2021-10-23 05:41:00.585811,,
1389,2021-08-24 16:36:38.003896,2021-08-24 17:01:01.851252,15.689844,74.582319
1390,2021-06-15 06:31:08.697791,2021-06-15 07:00:55.008972,12.217341,76.392524
1391,2021-04-12 16:19:02.809281,2021-04-12 16:50:11.491857,,
1392,2021-10-05 01:22:47.355300,2021-10-05 02:05:51.710826,,
1393,2021-08-23 19:50:32.862132,2021-08-23 23:22:43.597452,13.936853,75.634215
1394,2021-07-19 12:51:03.112285,2021-07-19 13:06:43.057094,12.906024,77.572375
1395,2021-10-14 05:24:04.543916,,13.052854,77.651806
1396,2021-07-20 16:00:40.868961,2021-07-20 16:07:35.863756,14.498271,75.940085
1397,2021-08-25 12:51:22.575547,2021-08-25 21:41:47.041799,12.817814,75.266977
1398,2021-11-07 01:36:44.809070,2021-11-07 02:04:21.951347,15.368008,75.650667
1399,2021-10-08 05:49:35.340041,2021-10-08 07:10:41.750725,13.001965,77.483908
1400,2021-07-09 07:00:21.263708,2021-07-09 07:48:28.586071,12.951016,77.507662
1401,2021-09-20 20:24:41.926908,2021-09-20 21:09:06.800971,15.390988,75.797875
1402,2021-09-24 08:20:18.192557,2021-09-24 10:20:18.192557,12.84563,74.873931
1403,2021-11-21 05:13:54.829214,2021-11-21 09:20:58.747838,12.776711,77.33345
1404,2021-05-11 01:24:41.112958,2021-05-11 03:21:45.218303,13.34212,77.189038
1405,2021-03-15 14:37:09.115881,2021-03-15 15:58:16.866109,16.734696,77.316031
1406,2021-11-19 01:41:06.798601,2021-11-19 02:52:57.125006,,
1407,2021-05-16 00:51:11.687496,2021-05-16 02:33:55.326044,15.318688,75.07759
1408,2021-03-08 16:38:02.674521,2021-03-08 18:38:02.674521,13.001422,75.128721
1409,2021-01-07 00:26:36.777994,,12.552451,76.921583
1410,2021-03-09 12:16:40.397334,2021-03-09 15:53:29.350589,,
1411,2021-11-01 08:15:18.848514,2021-11-01 09:50:31.155359,12.327868,76.695853
1412,2021-09-13 07:47:59.835568,2021-09-13 09:47:59.835568,15.840985,74.54416
1413,2021-04-28 09:17:01.985864,2021-04-28 11:35:57.721146,12.417835,76.922098
1414,2021-01-03 02:48:47.706792,2021-01-03 04:07:00.429337,,
1415,2021-11-08 14:33:09.392586,2021-11-08 16:33:09.392586,12.130119,76.628036
1416,2021-07-04 03:43:56.524541,2021-07-04 07:49:11.823883,14.004326,75.493729
1417,2021-03-21 03:42:40.151864,2021-03-21 03:45:29.720458,15.471515,76.342011
1418,2021-12-29 11:54:10.378513,2021-12-29 12:10:39.002335,11.974234,76.894728
1419,2021-12-01 10:13:23.548828,,13.132646,77.59638
1420,2021-05-13 13:51:41.982301,,,
1421,2021-12-19 14:50:25.548081,,16.730742,77.163342
1422,2021-01-08 01:25:11.012704,2021-01-08 01:37:17.492495,13.052945,77.647536
1423,2021-02-23 15:01:02.132216,2021-02-23 15:26:07.048126,15.150541,76.775919
1424,2021-05-05 04:24:43.857884,2021-05-05 05:57:06.805459,13.019403,77.579757
1425,2021-04-07 09:05:55.184370,2021-04-07 10:11:49.465852,16.906644,75.720629
1426,2021-08-02 12:31:44.124168,2021-08-02 14:31:44.124168,15.851175,74.506118
1427,2021-02-19 13:17:10.641518,2021-02-19 13:20:18.034629,15.350991,76.240249
1428,2021-11-27 17:23:54.793450,,,
1429,2021-01-21 02:54:42.391687,2021-01-21 10:36:59.848270,,
1430,2021-08-11 01:20:50.788210,2021-08-11 03:37:32.076431,14.262184,75.881253
1431,2021-09-21 15:10:40.888884,2021-09-21 15:15:03.964272,14.700898,75.386341
1432,2021-01-29 11:15:13.867476,2021-01-29 12:00:59.591934,12.942788,77.567857
1433,2021-08-02 10:56:14.061313,,15.853592,74.499517
1434,2021-06-05 18:39:00.874452,2021-06-05 23:28:44.814356,14.059201,76.32151
1435,2021-04-01 09:56:04.142374,2021-04-01 10:07:09.509009,12.968507,77.685549
1436,2021-07-06 14:23:21.337711,2021-07-06 18:54:35.044284,15.403088,75.379337
1437,2021-07-05 00:54:54.774794,,12.302797,76.628452
1438,2021-09-20 09:56:56.652754,2021-09-20 11:48:13.431203,12.878346,77.488704
1439,2021-04-13 17:44:48.858769,2021-04-13 19:08:00.965164,,
1440,2021-11-05 11:59:26.724534,2021-11-05 16:11:19.185918,12.316907,76.564754
1441,2021-07-27 10:17:02.404795,,12.87326,77.35415
1442,2021-10-15 15:17:01.836720,2021-10-15 17:41:51.011784,,
1443,2021-10-26 13:14:07.299399,,15.78279,74.424841
1444,2021-02-19 02:24:17.733275,2021-02-19 10:04:53.099652,13.422554,77.663165
1445,2021-01-31 07:23:07.041418,2021-01-31 09:23:07.041418,12.948254,74.779452
1446,2021-04-26 10:39:06.296105,2021-04-26 12:04:12.643638,13.206544,75.784925
1447,2021-03-12 13:41:21.648906,2021-03-12 16:57:52.676801,17.326536,76.795801
1448,2021-05-02 15:52:00.782102,2021-05-02 16:09:17.931565,,
1449,2021-03-20 03:31:54.240662,2021-03-20 06:41:52.829707,15.403637,75.128037
1450,2021-01-30 11:34:54.792942,2021-01-30 12:14:08.877776,,
1451,2021-10-12 14:38:53.494011,2021-10-12 15:09:30.271854,12.94564,77.577036
